,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
372,"1,07875251109439E+018","1,07875251109439E+018",2018-12-28,darkloner3,Wouldn't it be great if I had a preset purpose? I feel like I'm just doing stuff to be comfortable and content until my inevitable death. There should be a specific reason why I exist.   ,"['#sad', '#confused', '#depressed']",Wouldn't it be great if I had a preset purpose? I feel like I'm just doing stuff to be comfortable and content until my inevitable death. There should be a specific reason why I exist. #sad #confused #depressed,1
401,"1,07869588339746E+018","1,07869588339746E+018",2018-12-28,bodhibroh,"I don’t think there’s anything I can do...  I don’t have goals or dreams. I’m so used to simply trying to exhaustively survive that I have no part of myself able to justify my incessant plodding forward but I have nothing else to do with my time.
  ","['#heartache', '#deadinside', '#depressed']","I donβ€™t think thereβ€™s anything I can do...  I donβ€™t have goals or dreams. Iβ€™m so used to simply trying to exhaustively survive that I have no part of myself able to justify my incessant plodding forward but I have nothing else to do with my time.
#heartache #deadinside #depressed",1
407,"1,07867910293099E+018","1,07867910293099E+018",2018-12-28,angelbee623,"I just wanted to let you all know that I don't think I'll be doing much drawing these next few days aside from commissions (if I get any at all). I'm still not feeling too well after yesterday and I just can't motivate myself to do any for myself at this time...

",['#depressed'],"I just wanted to let you all know that I don't think I'll be doing much drawing these next few days aside from commissions (if I get any at all). I'm still not feeling too well after yesterday and I just can't motivate myself to do any for myself at this time...

#depressed",1
410,"1,07867240958105E+018","1,07867240958105E+018",2018-12-28,lt_realmcreator,Severely  giving up on everything and not doing ANYTHING i DON'T want to do including medical tests i have nobody to truly be around for if something is seriously wrong with me so forget it,['#depressed'],Severely #depressed giving up on everything and not doing ANYTHING i DON'T want to do including medical tests i have nobody to truly be around for if something is seriously wrong with me so forget it,1
429,"1,07858167694982E+018","1,07858167694982E+018",2018-12-28,_itsjustparis,This is the one point of my life where I feel like nothing is going right and o just feel like I’m at an complete all time low ,['#depressed'],This is the one point of my life where I feel like nothing is going right and o just feel like Iβ€™m at an complete all time low #depressed,1
450,"1,07849619035681E+018","1,07849619035681E+018",2018-12-28,onelemon3, don't feel closed with my best friend anymore.we're uesed to be the one that most important to each other and now we have  less contact.I think she doesn't understand me and  I unwilling to talk to her .Finally she just turns to a acquainted stranger not real friend!,[],#Depressed#I don't feel closed with my best friend anymore.we're uesed to be the one that most important to each other and now we have  less contact.I think she doesn't understand me and  I unwilling to talk to her .Finally she just turns to a acquainted stranger not real friend!,1
452,"1,0784876795981E+018","1,0784876795981E+018",2018-12-28,namelessbanana,I took a shower today and I donβ€™t think anyone knows how big of an achievement that is for me right now.   ,"['#depression', '#depressed', '#ugh']",I took a shower today and I donβ€™t think anyone knows how big of an achievement that is for me right now. #depression #depressed #ugh,1
458,"1,07847641950262E+018","1,07847641950262E+018",2018-12-28,brokenheartig,"Maybe I’m too complicated to be loved...π’”
  ","['#brokenheart', '#depression', '#depressed']","Maybe Iβ€™m too complicated to be loved...π’”
#brokenheart #depression #depressed",1
461,"1,07845842002876E+018","1,07845842002876E+018",2018-12-28,alwaysgoiden,sorry to all the mutual who have tried to dm me i am  and can’t hold a conversation,['#depressed'],sorry to all the mutual who have tried to dm me i am #depressed and canβ€™t hold a conversation,1
462,"1,07845758363822E+018","1,07845758363822E+018",2018-12-28,catwngs,"Depression sucks...
I feel like I’m at the lowest point of my life.   pic.twitter.com/U4sfjCg6D4","['#depressed', '#wanttodie']","Depression sucks...
I feel like Iβ€™m at the lowest point of my life. #depressed #wanttodie pic.twitter.com/U4sfjCg6D4",1
464,"1,07844976504463E+018","1,07844976504463E+018",2018-12-28,yo_itssamantha,literally my only chance to get out is ruined ,['#depressed'],literally my only chance to get out is ruined #depressed,1
469,"1,07841374309101E+018","1,07841374309101E+018",2018-12-28,kit_featherbed,I think there is something really wrong with me. Always been a   but these days I really cannot be bothered to have friends. It all feels like too much effort.,"['#depressed', '#introvert']",I think there is something really wrong with me. Always been a #depressed #introvert but these days I really cannot be bothered to have friends. It all feels like too much effort.,1
479,"1,07837299728573E+018","1,07837299728573E+018",2018-12-27,beinga_r_s,"How is it I can go from happy & hopefull to depressed and ready to give up so fast?

",['#depressed'],"How is it I can go from happy & hopefull to depressed and ready to give up so fast?

#depressed",1
481,"1,07836365042607E+018","1,07836365042607E+018",2018-12-27,jeffrey1192,AHHHHHH! THIS WEEK FUCKING SUCKS!   ,"['#depressed', '#pissedoff', '#lifesucks']",AHHHHHH! THIS WEEK FUCKING SUCKS! #depressed #pissedoff #lifesucks,1
520,"1,07827708037737E+018","1,07827708037737E+018",2018-12-27,lowerdepression," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",['#depressed'],"#Depressed mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",1
523,"1,07827199547152E+018","1,07827199547152E+018",2018-12-27,mikorintori,"Why do I have to be forced to become someone I don't want to be?π
",['#depressed'],"Why do I have to be forced to become someone I don't want to be?π
#depressed",1
526,"1,07826542235981E+018","1,07826542235981E+018",2018-12-27,that_girlfums,"Y'all saying ""suicide is never the answer"", biko, what is???
  ","['#aisha', '#awareness', '#depressed']","Y'all saying ""suicide is never the answer"", biko, what is???
#Aisha #Awareness #depressed",1
540,"1,07823921368497E+018","1,07823921368497E+018",2018-12-27,mysticunigon,"This day is complete hell, and it's only started.   ","['#thursdaythoughts', '#depression', '#depressed']","This day is complete hell, and it's only started. #ThursdayThoughts #depression #depressed",1
574,"1,07812528531541E+018","1,07812528531541E+018",2018-12-27,sad54195256,Tbh life hurts and this year showed me a lot. I can’t believe i really cared so much about you but all you brought back to me was pain  ,"['#fucklove', '#depressed', '#depressiob']",Tbh life hurts and this year showed me a lot. I canβ€™t believe i really cared so much about you but all you brought back to me was painβ€¦ #fucklove #depressed #depressiob,1
579,"1,07811826355972E+018","1,07811826355972E+018",2018-12-27,depressedlilgi1,What did I do wrong for everyone to leave me?,"['#heartbroken', '#depressed']",What did I do wrong for everyone to leave me?ππ’” #heartbroken #depressed,1
581,"1,07811589238973E+018","1,07811589238973E+018",2018-12-27,officialkbr,Depression is the story of my life. I ain't got sh*t to live for’” ,['#depressed'],Depression is the story of my life. I ain't got sh*t to live for π’” #depressed,1
584,"1,07810495926105E+018","1,07810495926105E+018",2018-12-27,trash_mommie,wishing I wouldn’t have survived my attempt in November  ,['#depressed'],wishing I wouldnβ€™t have survived my attempt in November  #depressed,1
591,"1,07807996983264E+018","1,07807996983264E+018",2018-12-27,randomshit85,What do you do when your tear ducts are dried up and you caint cry cause your whole life been fucked up   ,"['#depressed', '#depression', '#lossoflife']",What do you do when your tear ducts are dried up and you caint cry cause your whole life been fucked up #depressed #depression #lossoflife,1
597,"1,07807106285895E+018","1,07807106285895E+018",2018-12-27,d_ly520,"Not happy with my job, my company, my colleagues. haven't pass my probation. feel depressed everyday. colleagues are unfriendly. politics. lost of confidence. and now I couldn't control my emotion.  Should I change my job or hold on to it? Please advice   ","['#work', '#advice', '#depressed']","Not happy with my job, my company, my colleagues. haven't pass my probation. feel depressed everyday. colleagues are unfriendly. politics. lost of confidence. and now I couldn't control my emotion.  Should I change my job or hold on to it? Please advice #work #Advice #depressed",1
624,"1,07805058485339E+018","1,07805058485339E+018",2018-12-27,lowerdepression,"Depressed people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",['#depressed'],"#Depressed people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",1
634,"1,07803071262277E+018","1,07803071262277E+018",2018-12-26,dreegin_,In a never ending rut of depression and then mild happiness. The lows are so low that the good feels fucking cheap.  ,"['#depression', '#depressed']",In a never ending rut of depression and then mild happiness. The lows are so low that the good feels fuckinβ€™ cheap. #depression #depressed,1
675,"1,07788577680803E+018","1,07788577680803E+018",2018-12-26,lowerdepression,"Insomnia is common among the depression. In the typical pattern, a person wakes very early and cannot get back to sleep.",['#depressed'],"Insomnia is common among the #Depressed. In the typical pattern, a person wakes very early and cannot get back to sleep.",1
676,"1,07788502554092E+018","1,07788502554092E+018",2018-12-26,madelai54290544,"Why do we have to fall in love with a person?
Who doesn't feel the same way as we do?
  ","['#broken', '#depressed', '#love']","Why do we have to fall in love with a person?
Who doesn't feel the same way as we do?
#broken #depressed #love",1
703,"1,07782030029154E+018","1,07782030029154E+018",2018-12-26,tel0rgoreng,"I pretend to be strong so people will leave me alone .
",['#depressed'],"I pretend to be strong so people will leave me alone .
#depressed",1
708,"1,07777660193531E+018","1,07777660193531E+018",2018-12-26,golden_demon0,Tired of waking up   ,"['#depressed', '#sad', '#tired']",Tired of waking up #depressed #sad #tired,1
734,"1,07766598843759E+018","1,07766598843759E+018",2018-12-25,nicolefighter13,I can't stand my family for one second. I really want to hang myself to escape from them.  ,"['#depressed', '#depressionchat']",I can't stand my family for one second. I really want to hang myself to escape from them. #Depressed #DepressionChat,1
743,"1,07762862279666E+018","1,07762862279666E+018",2018-12-25,johnnyk117,Can we fast forward through today?  Please...  ,"['#done', '#depressed']",Can we fast forward through today?  Please... #done #depressed,1
750,"1,07759812882246E+018","1,07759812882246E+018",2018-12-25,ayardeny,THIS IS ME~!! I might be not perfect like. Thin as healthy like people that lost weight like it's nothing. Well I have problems losing. And All my freaking family pushing me on Christmas morning. I~I~isn't the Christmas I want.. *tears up*.    pic.twitter.com/5Fp4waR9Gs,"['#worsechristmasever', '#depressed']",THIS IS ME~!! I might be not perfect like. Thin as healthy like people that lost weight like it's nothing. Well I have problems losing. And All my freaking family pushing me on Christmas morning. I~I~isn't the Christmas I want.. *tears up*. #worsechristmasever #depressed  pic.twitter.com/5Fp4waR9Gs,1
756,"1,07758790115058E+018","1,07758790115058E+018",2018-12-25,savagexrebel,"I wish people understood that my depression isn't always thought-based, but can also be feeling-based. My body shuts down, and I feel an aching emptiness with unbearable pain attached to it and usually it hits me like a ton of bricks 

 ","['#depression', '#depressed']","I wish people understood that my depression isn't always thought-based, but can also be feeling-based. My body shuts down, and I feel an aching emptiness with unbearable pain attached to it and usually it hits me like a ton of bricks 

#depression #depressed",1
758,"1,07758423059778E+018","1,07758423059778E+018",2018-12-25,lightskinfiji,i don’t even wanna move from my bed.. ,['#depressed'],i donβ€™t even wanna move from my bed.. #depressed,1
761,"1,07757529030456E+018","1,07757529030456E+018",2018-12-25,nigga_2real,I just want to get fucked all day ,['#depressed'],I just want to get fucked all day #depressed,1
767,"1,07755230509496E+018","1,07755230509496E+018",2018-12-25,lowerdepression,"When you're depressed you don't control your thoughts, your thoughts control you.",['#depressed'],"When you're #depressed you don't control your thoughts, your thoughts control you.",1
774,"1,07751950034033E+018","1,07751950034033E+018",2018-12-25,phoenix6453,"I am addicted to this findom-induced cycle of self destruction.The deeper I go, the more mindless I become   ","['#findom', '#loserlife', '#depressed']","I am addicted to this findom-induced cycle of self destruction.The deeper I go, the more mindless I become #findom #loserlife #depressed",1
800,"1,07740976086807E+018","1,07740976086807E+018",2018-12-25,lusquinita,"Have everyone experience your leg getting numb yet when a slight touch it was so sensitive that its painful? That's what im feeling today, my heart is so numb yet sensitive. Numb of the happiness yet sensitive to sadness. 
","['#depressed', '#sadchristmasoftheyear']","Have everyone experience your leg getting numb yet when a slight touch it was so sensitive that its painful? That's what im feeling todayπΆ my heart is so numb yet sensitive. Numb of the happiness yet sensitive to sadness. #depressed
#sadchristmasoftheyear",1
811,"1,0773857535068E+018","1,0773857535068E+018",2018-12-25,ceelokc913,Decided to spend xmas by myself I need time to myself I'm so fed up not being able to live for me ,['#depressed'],Decided to spend xmas by myself I need time to myself I'm so fed up not being able to live for me #depressed,1
838,"1,07729820678506E+018","1,07729820514089E+018",2018-12-24,thesageyfox,So  right now I just want this all to be over with I am so tired of struggling and getting nowhere.,['#depressed'],So #depressed right now I just want this all to be over with Iβ€™m so tired of struggling and getting nowhere.,1
845,"1,07727186540249E+018","1,07727186540249E+018",2018-12-24,jackd82886511, not into the holiday spirit at all. No friends. No family. Tired of wondering if at age 52 is it too late to have my dreams/hopes come true.,['#depressed'],#depressed not into the holiday spirit at all. No friends. No family. Tired of wondering if at age 52 is it too late to have my dreams/hopes come true.,1
855,"1,07722060041701E+018","1,07722060041701E+018",2018-12-24,helpsucide,"I’m sitting in the hospital because of a suicide attempt.. my aspirin levels was very high and my kidney and liver could have failed.. I’ve been in the hospital for 3 days now and I gotta stay for 2-3 more days, it’s not worth it get help!!!  ","['#depressed', '#suicideprevention']",Iβ€™m sitting in the hospital because of a suicide attempt.. my aspirin levels was very high and my kidney and liver could have failed.. Iβ€™ve been in the hospital for 3 days now and I gotta stay for 2-3 more daysπ”π” itβ€™s not worth it get help!!! #depressed #SuicidePrevention,1
1251,"1,0720101486952E+018","1,0720101486952E+018",2018-12-10,lvepjm,why do i have so much trouble falling asleep :(,[],why do i have so much trouble falling asleep :(,1
1297,"1,06981384552548E+018","1,06981383579047E+018",2018-12-04,cavetown_socks,"Okay, on to depression. I have trouble falling asleep at night because of my fear of death. And I know I shouldnβ€™t let Dema control me like Nico and the Niners says, but Itβ€™s not that easy. My friend has a similar problem, we both have trouble sleeping.",[],"Okay, on to depression. I have trouble falling asleep at night because of my fear of death. And I know I shouldnβ€™t let Dema control me like Nico and the Niners says, but Itβ€™s not that easy. My friend has a similar problem, we both have trouble sleeping.",1
1385,"1,05597879707643E+018","1,05597879707643E+018",2018-10-27,feyrelic,"Lately all i am is tired. Go to sleep tired, wake up tired. take 3 naps a day....still tired. Even my ""sleep"" is just short naps cuz i have trouble staying asleep too.",[],"Lately all i am is tired. Go to sleep tired, wake up tired. take 3 naps a day....still tired. Even my ""sleep"" is just short naps cuz i have trouble staying asleep too.",1
1591,"1,0743537029899E+018","1,0743537029899E+018",2018-12-16,starkx23,I think I am really with depression.  I am sleeping too much and this can't be normal.,[],I think I am really with depression.  I am sleeping too much and this can't be normal.,1
1691,"1,06011896459078E+018","1,06011896459078E+018",2018-11-07,onlymoonriver,"My heart is absolutely breaking.

I'm not bad, I'm not a lier, I'm just a fool.

I've fallen for someone who thinks I am all of these.

I'm not, I'm a man who is crying when he should be sleeping.

I imagine I'll be saying goodbye to Twitter very soon.

This is too much πΆπ­π’”",[],"My heart is absolutely breaking.

I'm not bad, I'm not a lier, I'm just a fool.

I've fallen for someone who thinks I am all of these.

I'm not, I'm a man who is crying when he should be sleeping.

I imagine I'll be saying goodbye to Twitter very soon.

This is too much πΆπ­π’”",1
1723,"1,05420308636806E+018","1,05420308636806E+018",2018-10-22,mazikhalijojo,"I just realized why i love sleeping too much,because i am it is not hurting",[],"I just realized why i love sleeping too much,because i am it is not hurting",1
1809,"1,03990313965319E+018","1,03990313965319E+018",2018-09-12,nakatami64,"Hey there internet, it's your girl Nakatami64 and I am exhausted. I don't really want to get too much into everything but this depression is hitting me hard. I haven't been sleeping well, I've lost most of my appetite and it's gotten harder and harder to smile lately. 1/5",[],"Hey there internet, it's your girl Nakatami64 and I am exhausted. I don't really want to get too much into everything but this depression is hitting me hard. I haven't been sleeping well, I've lost most of my appetite and it's gotten harder and harder to smile lately. 1/5",1
1812,"1,03930834242489E+018","1,03821327098385E+018",2018-09-11,jeremyemery1984,"I want to let you know that I'm alright. I really haven't been myself lately. U know all those bad warning signs - lack of sleep, sleeping too much, confusion, no interest in anything, depression. I have them all. I feel so empty inside. But I am surviving.π¤—π™π’— ",['#keeptalkingmh'],"I want to let you know that I'm alright. I really haven't been myself lately. U know all those bad warning signs - lack of sleep, sleeping too much, confusion, no interest in anything, depression. I have them all. I feel so empty inside. But I am surviving.π¤—π™π’— #KeepTalkingMH",1
1889,"1,07987225437531E+018","1,07987215808248E+018",2019-01-01,michajfs,"my heart breaks into millions of pieces when i see you sad. 
all these endless, painful nights you spent, i tried to be there for you, as much as i could. 
i sacrificed my sleep just to make you feel better. 
and i was fully aware of the fact that the other day i would be tired.",[],"my heart breaks into millions of pieces when i see you sad. 
all these endless, painful nights you spent, i tried to be there for you, as much as i could. 
i sacrificed my sleep just to make you feel better. 
and i was fully aware of the fact that the other day i would be tired.",1
1974,"1,07984999795954E+018","1,07984999795954E+018",2018-12-31,florida_faye,bruh iβ€™m tired of people making me feel guilty all the damn time,[],bruh iβ€™m tired of people making me feel guilty all the damn time,1
2110,"1,07978430969806E+018","1,07978430969806E+018",2018-12-31,weedlewobble,lol I can barely overcome the depression to throw a lasagna in the microwave most days I'm not gonna devote what little energy I have to going fucking vegan and frankly fuck you for trying to shame people over their individual consumption as some uniquely evil thing.,[],lol I can barely overcome the depression to throw a lasagna in the microwave most days I'm not gonna devote what little energy I have to going fucking vegan and frankly fuck you for trying to shame people over their individual consumption as some uniquely evil thing.,1
2119,"1,07974955049411E+018","1,07974955049411E+018",2018-12-31,oppositeofdogs,That little ten minute surge of motivation and energy was really nice I hope I have another one some day,[],That little ten minute surge of motivation and energy was really nice I hope I have another one some day,1
2242,"1,07906775581772E+018","1,07906775581772E+018",2018-12-29,v0id__,"I will always be honest with you, because I want to help you, and that takes your honesty.

Today is the worst Iβ€™ve felt in a while. 

I feel numb, drained. I have little to no energy and I have barley moved off the sofa. I feel crippled. 

If you need a chat. We are a DM away.x",[],"I will always be honest with you, because I want to help you, and that takes your honesty.

Today is the worst Iβ€™ve felt in a while. 

I feel numb, drained. I have little to no energy and I have barley moved off the sofa. I feel crippled. 

If you need a chat. We are a DM away.x",1
2340,"1,07753748232401E+018","1,07753462982395E+018",2018-12-25,muvapeach,"i feel strained & stressed & fatigued by keeping up appearances. iβ€™m trying to find genuine happiness within myself. like really learn about myself, but still too easily tempted to become self destructive. iβ€™m trying to fix things & move forward. & slow to make this progress.",[],"i feel strained & stressed & fatigued by keeping up appearances. iβ€™m trying to find genuine happiness within myself. like really learn about myself, but still too easily tempted to become self destructive. iβ€™m trying to fix things & move forward. & slow to make this progress.",1
859,"1,07720049761285E+018","1,07720049761285E+018",2018-12-24,akasonkette,The worst feeling ever..­ God help me. .,['#depressed'],The worst feeling ever..­ God help me. #depressed.,1
862,"1,07718978438736E+018","1,07718978438736E+018",2018-12-24,jonathanvlogz1,Being honest I hate Xmas it's an excuse for People to drink and then agrue. It's all fake and the day after everything goes back to normal.  ,"['#depressed', '#christmas']",Being honest I hate Xmas it's an excuse for People to drink and then agrue. It's all fake and the day after everything goes back to normal. #depressed #Christmas,1
873,"1,07715570926174E+018","1,07715570926174E+018",2018-12-24,dinabeicon,did someone just forget my existence? :< ,['#depressed'],did someone just forget my existence? :< #depressed,1
876,"1,07714362761962E+018","1,07714362761962E+018",2018-12-24,jt_murtagh,Remember that Xmas after my parents divorce when I was drunk by 9:30am and everyone thought I was fun?? Nope.  And  (all is holly jolly now though),"['#depressed', '#stressed']",Remember that Xmas after my parents divorce when I was drunk by 9:30am and everyone thought I was fun?? Nope. #depressed and #stressed (all is holly jolly now though),1
886,"1,07711672492167E+018","1,07711672492167E+018",2018-12-24,poofypoof,"This is the worst time to be depressed Everyone expects everything this time of year. Invites to axman party turned down, I buy gifts but too tired to wrap, pass out, so they pile up in my room, it's nothing but a Big Mind Fuck ",['#depressed'],"This is the worst time to be depressed Everyone expects everything this time of year. Invites to axman party turned down, I buy gifts but too tired to wrap, pass out, so they pile up in my room, it's nothing but a Big Mind Fuck #depressed",1
891,"1,07709418102001E+018","1,07708122299882E+018",2018-12-24,chibi_tensai,"I hate myself. I hate everything but I hate everything about myself.

 ","['#depression', '#depressed']","I hate myself. I hate everything but I hate everything about myself.

#depression #depressed",1
894,"1,07708385604033E+018","1,07708122299882E+018",2018-12-24,chibi_tensai,"I am forever stuck in this loop.

",['#depressed'],"I am forever stuck in this loop.

#depressed",1
897,"1,07706544590623E+018","1,07706544590623E+018",2018-12-24,alvanduckworth,"The one time of year I dread, the one time of year I hate!!!  I hate Christmas!!  Never feel more alone &  than when it’s Christmas time.",['#depressed'],"The one time of year I dread, the one time of year I hate!!!  I hate Christmas!!  Never feel more alone & #depressed than when it’s Christmas time.",1
902,"1,07705047174183E+018","1,07705047174183E+018",2018-12-24,officialkbr,I probably won't get cure. Fuck it just let me die alone,['#depressed'],I probably won't get cure. Fuck it just let me die alone #depressed,1
912,"1,07699206061011E+018","1,07699206061011E+018",2018-12-24,bastardprodigal,"How rich people be ? I wake up everyday and hustle hard only to be broke and that's why I'm depressed. I couldn't wake up, not have to worry about how I can make ends meet and be even remotely sad. Get a  friend they'll help you feel alive.","['#depressed', '#broke']","How rich people be #depressed? I wake up everyday and hustle hard only to be broke and that's why I'm depressed. I couldn't wake up, not have to worry about how I can make ends meet and be even remotely sad. Get a #broke friend they'll help you feel alive.",1
914,"1,07699069021366E+018","1,07699069021366E+018",2018-12-24,nelsonsalexis,"Today I found out my boyfriend, whose not my boyfriend and probably has no idea he is my boyfriend has a girlfriend in real life. ","['#sadlex', '#depressed', '#goodbyeforever']","Today I found out my boyfriend, whose not my boyfriend and probably has no idea he is my boyfriend has a girlfriend in real life. #sadlex #depressed #goodbyeforever",1
916,"1,07698348345568E+018","1,07698348345568E+018",2018-12-24,korth1986,When your the only one not having a good time at your family Christmas...ready to leave but it's to early.   ,"['#alone', '#seemslikenoonecareshere', '#depressed']",When your the only one not having a good time at your family Christmas...ready to leave but it's to early. #alone #seemslikenoonecareshere #depressed,1
924,"1,07694537888752E+018","1,07694537888752E+018",2018-12-23,shcwmiias,goodnight im  thinking about how im always getting ignored and pushed away & how im nobody's first choice and how everyone stabs me in the back  i love camila tho,['#depressed'],goodnight im #depressed thinking about how im always getting ignored and pushed away & how im nobody's first choice and how everyone stabs me in the back  i love camila tho,1
927,"1,07693130734153E+018","1,07693130734153E+018",2018-12-23,nicolefighter13,"Everybody hates me for no reason…
  ","['#hated', '#depressed', '#depressionchat']","Everybody hates me for no reason…
#Hated #Depressed #DepressionChat",1
931,"1,07691055270898E+018","1,07691055270898E+018",2018-12-23,punisher329,Sooo sick and tired of being sick and tired and it is a chronic disease with no cure Disease ,"['#crohn', '#depressed']",Sooo sick and tired of being sick and tired and it is a chronic disease with no cure  #Crohn’sDisease #Depressed,1
932,"1,07691048868294E+018","1,07691048868294E+018",2018-12-23,lucylovelace1,Dreading Xmas there is no life when you are homeless feel  and ,"['#frozen', '#depressed']",Dreading Xmas there is no life when you are homeless feel #frozen and #depressed,1
933,"1,07690886656108E+018","1,07690886656108E+018",2018-12-23,maura_gawrys,another football season almost over and i still have never been to a game. ,['#depressed'],another football season almost over and i still have never been to a game. #depressed,1
934,"1,07690803651246E+018","1,07690675342453E+018",2018-12-23,ola_mccoms,"Rules that no longer make sense in this Computer Age
Cuz, many trying to fit into them often end up 
Many have died as a rresult",['#depressed'],"Rules that no longer make sense in this Computer Age
Cuz, many trying to fit into them often end up #depressed
Many have died as a rresult",1
938,"1,07689671590986E+018","1,07689671590986E+018",2018-12-23,despondentbrain,I seriously hope they didn’t have the same year I did.,['#depressed'],I seriously hope they didn’t have the same year I did. #depressed,1
945,"1,07687082527227E+018","1,07687082527227E+018",2018-12-23,golden_demon0,Life is a strange bitch.   ,"['#depressed', '#sad', '#life']",Life is a strange bitch. #depressed #sad #life,1
946,"1,07687016012275E+018","1,07687016012275E+018",2018-12-23,golden_demon0,Somehow I understand why some kids kill themselves and their parents have no clue why.   ,"['#depressed', '#suicide', '#anxiety']",Somehow I understand why some kids kill themselves and their parents have no clue why. #depressed #suicide #Anxiety,1
948,"1,07686782549352E+018","1,07686782549352E+018",2018-12-23,_neonbones_,"I feel like I'm just wasting my life away. Things don't make me happy. Christmas used to make me feel something, but know it's just another day...

",['#depressed'],"I feel like I'm just wasting my life away. Things don't make me happy. Christmas used to make me feel something, but know it's just another day...

#depressed",1
970,"1,07679976107886E+018","1,07679976107886E+018",2018-12-23,ehwhatsyourpro1,"Seeing you being distracted for at least 70% of the time makes me feel like an object all over again. Something I took forever to understand that I wasn't. Now I think I probably am. 
  ","['#ehwhatsyourproblem', '#depressed', '#lifesucks']","Seeing you being distracted for at least 70% of the time makes me feel like an object all over again. Something I took forever to understand that I wasn't. Now I think I probably am. 
#ehwhatsyourproblem #depressed #lifesucks",1
981,"1,07674335805859E+018","1,07674335805859E+018",2018-12-23,letsgomeggo,"Sometimes I like to hurt myself not because I like the pain but because I like the healing that comes after, I like tending to wounds, it makes me feel like I'm actually doing something to help myself get better. I know this isn't healthy. ",['#depressed'],"Sometimes I like to hurt myself not because I like the pain but because I like the healing that comes after, I like tending to wounds, it makes me feel like I'm actually doing something to help myself get better. I know this isn't healthy. #depressed",1
982,"1,07674049374322E+018","1,07674049374322E+018",2018-12-23,mi55depressed,People say I ooze happiness kinda ironic don’t you think seeing as I am depressed. Wish I could absorb it instead of emitting it.   ,"['#smile', '#depressed']",People say I ooze happiness kinda ironic don’t you think seeing as I am depressed. Wish I could absorb it instead of emitting it.  #smile #depressed,1
984,"1,07672677909888E+018","1,07672677909888E+018",2018-12-23,phoenix6453,"I realize now that findom/humiliation clip binging has made me a socially isoated, depressed loser. It conditioned me to think that my only purpose is to go to work and spend it all on findom. I am shy to take professional help as it would lead to embarrasment  ","['#findom', '#depressed']","I realize now that findom/humiliation clip binging has made me a socially isoated, depressed loser. It conditioned me to think that my only purpose is to go to work and spend it all on findom. I am shy to take professional help as it would lead to embarrasment #findom #depressed",1
1010,"1,07988612193124E+018","1,07988612193124E+018",2019-01-01,griffinhearts,It is no wonder so many of us feel so shitty so often with various types of  &  because from a certain perspective we are all walking tragedies!  Apparently the source of all creation resides within us & we just don’t notice it!  LMAO!!!  !,"['#anxiety', '#depression', '#3chordsandthetruth']",It is no wonder so many of us feel so shitty so often with various types of #Anxiety & #Depression because from a certain perspective we are all walking tragedies!  Apparently the source of all creation resides within us & we just don’t notice it!  LMAO!!!  #3ChordsandTheTruth!,1
1060,"1,07986998576857E+018","1,07986998576857E+018",2019-01-01,mellowedmelons,"I like eating chocolate when I'm sad because that's what Lupin gave to Harry.
   ","['#harrypotter', '#depression', '#anxiety']","I like eating chocolate when I'm sad because that's what Lupin gave to Harry.
 #HarryPotter #depression #anxiety",1
1061,"1,07986968249938E+018","1,07986968249938E+018",2019-01-01,mrmikeytv,When you have no clean clothes and no pound coins for the laundry. My  won't go down without a fight,['#depression'],When you have no clean clothes and no pound coins for the laundry. My #depression won't go down without a fight,1
1084,"1,07985952101347E+018","1,07985952101347E+018",2018-12-31,artcloudstrife,Listening to this pumped up song to beat my depression so I can leave my apartment,['#depression'],Listening to this pumped up song to beat my depression so I can leave my apartment #Depression,1
1085,"1,07985884974045E+018","1,07985884974045E+018",2018-12-31,baritonekeith,"Today: 
Feeling disoriented and weak
Tingling of the limbs persist
Sore neck and lower back

Somehow made it to the gym. If this is 2018, I'm ready for it to be done with.

 ","['#chronicpain', '#depression']","Today: 
Feeling disoriented and weak
Tingling of the limbs persist
Sore neck and lower back

Somehow made it to the gym. If this is 2018, I'm ready for it to be done with.

#ChronicPain #depression",1
1131,"1,07984787203469E+018","1,07984787203469E+018",2018-12-31,mydickis_rude,I swear I be feeling like the loniest person on earth ,['#depression'],I swear I be feeling like the loniest person on earth #Depression,1
1151,"1,07984104046565E+018","1,07984104046565E+018",2018-12-31,bookwormclaire,"Each year gets progressively harder to fight through so not going into 2019 with any expectations. 
",['#depression'],"Each year gets progressively harder to fight through so not going into 2019 with any expectations. 
#depression",1
1161,"1,07983857510396E+018","1,07983857510396E+018",2018-12-31,shoppingblonde,Well as 2018 comes to an end I will have to say that it was a better year compaired to 2017 and being homeless   ,"['#sicknotweak', '#depression', '#anxiety']",Well as 2018 comes to an end I will have to say that it was a better year compaired to 2017 and being homeless #SickNotWeak #depression #anxiety,1
1162,"1,07983850471101E+018","1,07983850029448E+018",2018-12-31,teacher_toni,"3/ Good, because now I will be on the lookout and will look for any preventative measures I can take to lessen 's grip on me during those four months. Cheers.",['#depression'],"3/ Good, because now I will be on the lookout and will look for any preventative measures I can take to lessen #depression's grip on me during those four months. Cheers.",1
