numb,label,tweet
1389,1, for me is the past 8 years of lies and deception!  pic.twitter.com/NDLoUwMrFi
1390,0,Don't let anyone steal your joy! #rejoice #victory #overcomer
1391,1,A few hours till 2017... If you told me i would still be here 4 years ago i would have never believed you. 
1392,0,I like this and thought I would share in case it helps a little    pic.twitter.com/m2alvA4RN5
1393,1,I wish I didn't feel like I bothered you all of the time.. 
1394,0,max @whitephobe is lit af he rly put up w my dumb ass for abt two yrs ol boy deserves an award &lt;3 i lov him sm hes a delight &amp; a half
1395,0,Still can't fit any of my jeans. 
1396,0,Scratched 2 inches ice off the car 2 go sledging.After being done we had enough snow and stayed at home   pic.twitter.com/RaRHNljLMt
1397,0,Woke up to my neighbors singing Perfect by Ed Sheeran. 😊 My mood has been set. 😍
1398,0,"Christmas, the most wonderful time of the year can also be the most horrific time of the year.   "
1399,0,@dp_srk_rk It's going 3 only. He has berdych tomorrow. Nothing to worry. Easiest draw
1400,0,I can still fucking hear you bitch.
1401,1,"Im  home . Feeling very low, and unwanted especially by my own family.Feeling very  !!"
1402,1,Ugh I'm so fucking tired of this damn insomnia. Most times I just have trouble falling asleep & staying asleep but I could still get about 5-6 hrs overall. But the last couple of wks I just can't fall asleep no matter how hard or how long I try. & If I do it's maybe than an hr
1403,0,"@sanga_wardene Probably, the way you converse...sounds funny, and I can't suppress a giggle. 😊"
1404,0,@TheSocialCTV was a guest at your show today .. Just wanted to say what an enjoyable experience from arriving to leaving #smiling
1405,0,What I feel like when I realize that there's no more Walking Dead until February 14th    
1406,0,@empireofthekop Are we sponsored by #Tango now ? #whopicksthesecolours #youvebeentangoed  #kak
1407,1,Why do i always get treated like this...ugh!!!
1408,0,"Its a comforting experience to pull off a major freeway and there not be one person as far as the eye can see.  ,  "
1409,0,Don't glorify . Don't rationalize .  pic.twitter.com/9kcwhSIjeR
1410,1,I have such trouble falling asleep π©
1411,0,Literally @TFLN is the best thing. I used to spend HOURS reading this shit when I was in college. Still so fucking funny #dying #hilarious
1412,1,I seriously hope they didn’t have the same year I did.
1413,0, Dems after Kerry's speech???±???µ???·  pic.twitter.com/FpduyGjA7M
1414,0,!!   2016 officially the worst year in history!!! 
1415,0,???¢ need to book a holiday asap   pic.twitter.com/gRBEuV5aIX
1416,0,"Live in the present, live in the now!     pic.twitter.com/uBd53HFV3z"
1417,0,Poetry of love ❤️ #.I love you from my heart # I love you from my soul # I love you real # you are in my all things what can I do I'm shy oo
1418,0,Don't be discouraged.
1419,1,The worst feeling ever..­ God help me. .
1420,0,See a TrueTwit\nwho's smiling so brightly.\nWell we reckon we're cool\nand we reckon rightly!!
1421,0,"We are all so much together, but we are all dying of loneliness. â€”Albert Schweitzer   ??¤”???”"
1422,0,I got to ride with and witness Amanda Coker break a 77 year old bicycling world record. Awesome athlete!  #amandacoker #tdf #relentless
1423,0,"@LordeWorldRU @lordelive Ur so welcome buddy, u kids were awesome 😘"
1424,0,@Dansgaming YES!! I love making my own coffee drinks at home! #super  !!
1425,1,People say I ooze happiness kinda ironic don’t you think seeing as I am depressed. Wish I could absorb it instead of emitting it.   
1426,0,Why we loose hope in ourself When people demotivate us...
1427,1,everything is coming back to me all of a sudden. This ... is not a good feeling at all   
1428,0,"Human beings are designed for many things, but loneliness isn't one of them.??    ???????????????? pic.twitter.com/dcEHDhFTOx"
1429,1,Lately - nothing has been going right . 
1430,1,Just ate half a tub of ice cream half a tub of clotted cream with a shit load of Galaxy on top 
1431,1,That feeling when everyone is just giving up on you but you're still fighting for them...argh  
1432,1,I'm screaming in the inside and I don't know how to make it stop   pic.twitter.com/q1rzFILkWE
1433,1,I think I am really with depression.  I am sleeping too much and this can't be normal.
1434,1,"During this time, my nephew graduated high school & my nieces sang the national anthem at a baseball game, but other than that, I didn't leave the house. I lost interest in doing things I loved like reading. I cried...a lot. I brooded...I still brood."
1435,1,Not even in a sexual way but I’m just craving affection because I feel like crap. I just want someone to hug me for a couple of hours and tell me I’m going to be okay.
1436,0,"John 14:27\nLet not your heart be troubled, neither let it be afraid. #peace #afraid"
1437,0,You guys like my mask? I call it a 'smile' 🙂 #INFJproblems #INFJ #adulting #workingthroughthepain #life #love #joy #mask #smile
1438,0,Wooo so happy right now! Just bought my tickets to see @NiallOfficial next summer in Dublin.Can't wait 😁 #niallhoran #Dublin #music 
1439,1,Never looking for pity. Just looking for company and consolation.   
1440,0,@JeannePaulShop @CrocBead This is such a pleasing color palette!
1441,0,"40billion:   a well written, thought-provoking & mind illuminating book to unite, connect & save humanity â€¦"
1442,1,"Sigh ???” another year coming to a close. For the first time in a while, I want to be alone.  (1/2)"
1443,0,"Some of these ,   quotes are just cringe"
1444,0,The only causal factor in  that ties everyone together is an overwhelming feeling of . A kind word can save a life!
1445,0,Should really now start this 3000 word essay and revision   
1446,1,"I wasn't at all  this depressed Occasionally sad, yes, but apparently I've reached that stage of greiving where I can be sad without drowning in despair. It only took 4 years. 

Seriously though, it's just avoidance. Don't think, don't feel. That's healthy, right?"
1447,0,Happy birthday🎉🎉❤️😘 @courtneymcm142 I love and miss you bunches &amp; hope you have an amazing day beautiful!!🌞🌸💗💞
1448,0,Love to find pics of me! (not my pic) Because love hurts ???§???¥    ??’”
1449,0,Watching Senator Adeleke and his joyful dance steps this morning got me rolling. Dude can bougie
1450,1,"I don't want,to be bother such a screw up "
1451,1,ofc i'm breaking down on the last day of the year LDKFJSS and ofc nobody's even gonna try to make me feel better cause I'm always the one to do so
1452,0,when Martin stole Sonja's pizza on the MG show ep 4????????
1453,1,I'm on my 14th or 15th beer now. God I'm so alone please let me die. â?¹??”«  
1454,1,"Feeling a bit down tonight. I wish things would look up instead of me going to bed in tears. I have a sinking feeling my birthday is going to be bad, and I'm not looking forward to that. 
   pic.twitter.com/V9kLfW2CXr"
1455,0,"After the first quarter, sales of my game () plan to get 100.000 rubles, including the Russian market and the European  pic.twitter.com/xpQfiqByav"
1456,0,Only the insecure withhold praise of another's achievements     
1457,0,Going to finally start getting ready for my move☺️ 
1458,0,The next story about depression was also awesome. What a super lady to shine through tough times and then tell her story to help others.
1459,1,I've literally been in the bed all day. 
1460,1,A lot of  and  people out there looking for  but can't find it...
1461,0,@executivegoth I tried a free Alpha trial to watch #dread and I'm sold. Worth the subscription alone. You all are incredible!
1462,0,Well done to all the year 6's at @HarlescottJrSch in their leavers concert today you were #amazing #confident #funny #notadryeyeinthehouse 😍
1463,1,My new years resolution is literally to try my best not to kill myself. How sad is that.   
1464,0,"I wore shorts today because it was boiling yesterday, It's going to rain. You are welcome."
1465,0,Moto x play showed software update but only security update(66mb) ...no  .. 
1466,0,"If u feel lonely, afraid, desperate, empty inside, SUICIDAL..u r not alone. I've been there...& not that long ago.   "
1467,1,"Next to death, being alone in life is the most feared experience for any human being, regardless of their generational label.  "
1468,1,Nobody cares in real life and nobody cares here. I'm gonna stop sharing my nightmares to people who are more worried about likes than actually helping a person out.
1469,1,So not in the mood for all this Christmas shit   #
1470,1,"Depression doesn't just come once and leave. It is something I have to fight every day, some days more than others.  "
1471,0,My heart goes out to Steve in Corrie. Know where yr coming from mate 
1472,0,"another wee message - for those of us that feel a relapse over the holidays, you're not alone. I'm right there with you  "
1473,1,"I put myself down constantly, fell into a depression, gave people my love and patience that didn't deserve it because I just wanted to feel wanted .. 2019 ain't ready for the mental glow up"
1474,1,First yr not being around my dad on da holidays n it's breaking my heart  I wish he just call me that's all i want 4 Christmas
1475,0,these gachas on both deresute and enstars. 
1476,1,I need to work on being a stronger person emotionally 
1477,0,"being an entrepreneur at 18 is a real blessing 🙏🏼 the flexibility, doing what you love, and being the one in charge is #great #blessed"
1478,0,Having a movie day with my favorite today 😄 god I love my lil goth bean.
1479,0,Chad and Sarah is honestly me and my ex 10 years ago 😂😂 #CBB #horrifying
1480,1,did someone just forget my existence? :< 
1481,0,Having holiday for the first time in 4/5 years â€¦ and i hate it.   
1482,0,Every GIRL deserves a GUY who can make her SMILE :D
1483,1,Remember that Xmas after my parents divorce when I was drunk by 9:30am and everyone thought I was fun?? Nope.  And  (all is holly jolly now though)
1484,0,"Where are you right now? At a cross-road of  with despair & ? Calm down! Jesus Christ knows where you are, how to get you out & how to get you back to life....Not just an empty life but a purposeful, meaningful, abundant & an eternal life! "
1485,1,Here I go again.. No sleep leads to overthinking. And now I have to deal with people again. 
1486,1,Not felling the best right now... Life and anxiety is getting the best of me??
1487,0,MOTIVATION TIP - Great #salespeople know how to increase #business by eliminating #consumer #complaints #concerns #fears and pet peeves !!
1488,1,"This is it. 2019 *has* to be the year that I take control of my life. On the outside I look successful and happy, but on the inside I feel empty, lost, emotionless, unambitious and lazy. I procrastinate because I don't care about anything. Time to change.  "
1489,0,What do you do when your mother starts to hate a person you love?   pic.twitter.com/MTXm2Hxduj
1490,1,Iβ€™ve been starting to spiral back into bad depression this week. The Christmas message and my meager faith has been helping to weaken the spiral. 
1491,1,"Knowing you can help someone , but you can't even help yourself   "
1492,1, you're broken into thousands of tiny pieces and will never be put back together again.  
1493,1,"In short I kind of lost interest in doing a lot of things I like. I know this is a semi-common story but it’s never happened to me like this before, so honestly I kind of holed myself up a bit."
1494,1,Have realized much of this  is grief over things not being the way want them to be. Social media tears at wounds so hard to heal.
1495,1,: this year was fuckd up I can't wait for it to be over I hated this year still depressed hard time getting over it  ???¢??????’” fuck
1496,1,No job. No car. No money. No worth. .... ..... ....... That’s kinda where I am @ right now.
1497,1,every time i think abt hobi crying i start crying
1498,0,"Smartest way through any complex, hard &amp; lengthy negotiation is to #consult, not #insult - #BoJo please take note. Never too late to learn!"
1499,1,"If  is genetic, Ive been slugging it out with the Black Dog for 17,167 days... and still ."
1500,1,"This time of the year is USUALLY full of excitement, not for me "
1501,0,New #madden franchise league on XB1 coming soon Follow &amp; DM if interested full 32 team league 1st 5 help decide rules &amp; rosters
1502,1,That dismissal has me looking for a strong drink :(
1503,0,Getting a temporary break in the  to enjoy Rounda Rousey's loss ???„ Abusive bitch deserved it. 
1504,0,I’m now  I will be blacking out my pfp and deactivating. Expect to see me back in 2 minutes tho cuz I’m a clout chaser.
1505,0,@doddledisney You're adorable 😭
1506,1,"2018 was honestly the worst year of my life, while I believe I ended it on a high note it was a huge mental test for me and there were some times where I felt empty and hopeless but good things have happened too, I'm really hoping 2019 is a good one and I'm really going to try."
1507,1,Back to faking a smile and it hurts. 
1508,0,Mindfulness Therapy is the application of depression for healing  and . This is a very powerful approach once you have learned how to do this.
1509,1,I normally don’t talk about myself. But i feel like shit.  I just lost my challenge match in tennis so now my position is going down. And i wouldn’t be so mad if the didn’t call balls that were on the line.  Like come on girl. Stop cheating.
1510,0,"Whenever I see old people at the  I always get so . Like, apparently I have to do this forever.  "
1511,0,The beautiful thing is how you be \nSmart\nStrong\nNice\nHappy
1512,0,NEW MUSIC FRIDAY: FIRST SINGLE OFF THE NEXT PROJECT. #untitled #mattrod #hiphop #boston #hartford #animosity #thesemycities
1513,1,It's lke everyone around me is feeling all festive and there me like all  and with me  lkke sky high not feeling festive
1514,1,today is my last day of cipralex   - now on to the next drug ...â??ï¸�
1515,0,"I'm in such a good place right now, so happy... 💛 I just wanted to share that #positivevibes #optimism #followingmydream"
1516,1,These overwhelming emotions are too much
1517,1,"The truth is I don't know what to do with my life anymore. I'm such a fucking uninspired mess right now. I don't know what I want to do. I've lost interest in everything, even the things I used to love doing."
1518,1,Working on the day before new eve's day... Oh how I miss my childhood and those long christmas/new years breaks...
1519,1,I've lost interest in most things other than music in life that's why I suppose i indulge and tend to spend more when it comes to music. That's the only thing i find myself happily doing
1520,1,When you already have everything.. and you still feel lonely.. feeling  ..
1521,0,@01mattwhite @Football__Tweet @DeadlineDayLive That's brilliant 😂 The music makes it
1522,0,"@WorldFringeDay Heehee. I did chuckle to myself when i saw what it actually was, so you did get a laugh out if me. \n😀"
1523,1,I went to church with my mom and a huge chunk of the sermon was basically “if you’re  it’s because your faith is weak” and ... this is why I don’t go to church or tell my mom I’m on antidepressants ???????
1524,1,"I've lost interest in doing a lot of things I love. Not the passion, that's always there. I just lack the motivation and the energy to get back into these things"
1525,0,I am in complete Christmas withdrawl #???¥  
1526,1,"What happened to my life? Why is that when I'm happy & doing fine, everyone else around me is depressed? And why is it that when I'm depressed, everyone else around me seem happy & doing fine? I lost interest in so many things. It sucks."
1527,1,"Loneliness is instability which will make you sad and keep breaking your heart. False illusions can be scarring, difficult to repair not impossible but heals very slowly. Be aware of your state of mind, be honest with your needs. No more denial.    pic.twitter.com/x11wmP3vVt"
1528,0,"4th step to overcoming  and  is to accept you need help, if you could have done it yourself, you would have, true?"
1529,0,"To recreate my romantic memories, I'd just put a chip on my shoulder  #masterchefau"
1530,1,"I have , but feel . "
1531,0,"For 2016 - Up my  game,  move out of  (since London is too expensive), beat  and maybe settle down with someone :)"
1532,0,Chris is leaving and dad isn't here and Made isn't here to clean and the weather isn't super amazing 
1533,1,Love doing what I do but I lost focus or maybe just interest in everything else. Don't know what it is but I need to really distance myself more from a lot of things.  
1534,1,Depression is the story of my life. I ain't got sh*t to live for’” 
1535,1,"I've become afraid to post on Facebook. When I'm down, I have no one left to talk to. My 'friends' (except for 3) berate me for being always a downer. I can't remember the last time I was truly happy. Maybe I was the kid in the profile pic.   "
1536,0,Oh sorry I'm on your bestfriends list?   
1537,1,"Sometimes, no matter what you do,  and  can swoop in, covering you like a thick storm cloud. For me, those are the times I have to wait it out, go within and draw upon the wisdom of spirit. Still, it can really suck."
1538,1,"2018 gave me the worst fucking lemons. I lost friends, got my heart broken, became depressed again and had lots and lots of issues in every possible way. Thank god it's over. 2019 cant be any worse.. right?
Happy new year everyone. Stay strong."
1539,0,I’m 4 anything that’ll help but gun laws/background checks aren’t enough. We have a  problem n this country. Until we alleviate the unnecessary suffering n this country we will continue 2 experience the consequences. Hurt ppl hurt ppl. Love & support prevents & HEALS
1540,0,Pray for all communities and individuals facing mental health crises.  
1541,1,"It has been so long since I last played with my makeup. I've lost interest in everything that I used to love doing. But now I'm trying my best to do things that I actually love doing haha!
Who says tanned girls can't wear bold colours? Hehe π’‹  pic.twitter.com/1VjEYHNuht"
1542,0,"I was smiling yesterday, i'm smiling today, i'll smyl tomorrow, bcoz lyf s too short to cry for anything, we nid to be strong."
1543,1,You ever been so  depressed you can’t even get it up?
1544,1,"2/ Mixed because, as usual, I tried very hard to hide it. Good because, I realized that April/May & July/August are habitually bad times for me. I don't know why. Mixed because I know that  is always right around the corner."
1545,0,"Heard Willy Nelson singing The Scientist and thought, ""So THIS is the original!"" Then discovered he was just covering Coldplay. "
1546,0,"My littlest brother is leaving for  tonight. Only like 1-2hours left with him.???????Happy for him,  he is moving."
1547,0,"Well, the good thing is that I don't cut myself anymore tho. "
1548,0,And just like that Texas Christmas Reunion is over  ??
1549,1,"Not sure if it’s everything going on atm but I seem to be pretty β€blah' atm. Lost interest in reading, watching stuff and doing certain things.. :(

Hoping to rest and relax this weekend to hopefully help"
1550,0,"At least  is over 26 minutes ago, but the effects of the Twitter torture still lingers inside of me. , ."
1551,0,"today I died to a mech in fortnite I'm  and , going to blAcK ouT my profile picture smh my head"
1552,0,@Hayles_101 Delaney keeping up his awesome Manchester United transfer record...\n\n😂
1553,1,i don’t even wanna move from my bed.. 
1554,1,"I been struggling with my self image and I been battling my  lately, And thatβ€™s ok. Itβ€™s going to get better it always does."
1555,1,"to be completely honest i've lost a lot of interest in the things i love, even the things i've only recently started to enjoy, and i don't think that's a good thing, im worried for myself (i don't even know what mx are doing)"
1556,1,Why don't people listen?
1557,0,"I want 2 wish every Amazing person I've met & conversed on Twitter Health, love & happiness for 2017! Thank u guys??’™ "
1558,0,@JustinJeffre mornin sexy phantom crush hottie happy tremendous totally fun Tuesday love n hugs enjoy it xxoo love yas tons n bunches xxoo
1559,1,It's so sad when you talk so highly of someone then they end up disappointing u and making u look like a pendeja
1560,0," because I had a dream @ralligatorrr & I were on springbreak in cancun, woke up and realized I was still in Ohio & it's December???­"
1561,0,"When I watch sport at times Andy Murray/rugby, it would be best for me to go into a sound proof box. #animated 😂 😂"
1562,1,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay and think about all my problems. "
1563,0,With nasal spray of  ketamine being introduced by end year it’s administration will be safer. However it is pricey so IM/IV ketamine will remain for treatment resistant .
1564,0,@DaddysLittleK Wow I've just spotted the cutest human being alive #blessed 😍
1565,0,"He may not act like it, but it is true   pic.twitter.com/rlGHhOjKv3"
1566,0,came home to my parents taking down the christmas decorations.
1567,1,I'll just stay in bed today
1568,0,Chris Lynn just beat my ATAR
1569,0,@WILLLANNO Man u r just bitter about Manu making great strides...
1570,0,Happier than I have been in a long time \n#happy #smiles #beingme #wifey
1571,0,"i find it really interesting how  shows up differently in men vs. women. Depression in men usually manifests in men as workaholism or addiction. in women, you usually see the more “classic” symptoms like crying,  mood, difficulty getting out of bed, etc.  pic.twitter.com/C6Hi8MOkKB"
1572,0,@ANOHNItweets  some albums simply stand out 
1573,0,I thought nothing bad happened on Christmas Eve!!!!   
1574,1,I've had 18 beers today and I'm going to have more. It's gonna be a long day  
1575,1,"I’m sitting in the hospital because of a suicide attempt.. my aspirin levels was very high and my kidney and liver could have failed.. I’ve been in the hospital for 3 days now and I gotta stay for 2-3 more days, it’s not worth it get help!!!  "
1576,1,"I tend to ignore new year and all its resolutions that are too easy to break & then you feel worse about yourself.

Try new things any time, with gusto and commitment but don't punish yourself if it doesn't work, there are more tools in the box


"
1577,1,"Omfgoodness! I have gained soooooooooo much weight, it is on like donkey Kong! "
1578,0,Just finished desperate housewives
1579,1,We're just sad teens with a happy face
1580,0,Wondering whether Flight travelling is safe?  How can a plane just go missing?  
1581,1,I screwed myself over today by refilling my medication holder with the wrong amount of Zoloft. WTF self. That was dumb.  
1582,1,I was unaware this is how this was gonna be  
1583,1,"Been getting a little lazy doing things. Lost interest in 3 projects already by today... Specifically since one of my friends have the possibility to be moving soon. Anyway, I'm gonna be focused on a few main projects, so don't worry about those."
1584,1,"I dreamt the other day when I would see her again and be with her. At least see her again. I finally got to in 2007. It took us two weeks to decide we loved each other still... looking at the old emails. Or less than two weeks, I don't know. "
1585,0,You let me drown in my own tears which held everything I hated and regretted. I once loved you. How could you? 
1586,0,oh how i just love love love glee doing billy joel's numbers!!!!
1587,0,@karenlynnn I'm just a dabbler but I'm very glad to meet you as well. 😊
1588,1,So far he stop texting me…after I said something…so hopefully he doesn't show up at my house…
1589,1,Just gunna sit here and chew til my gums bleed.. 
1590,0,too soon for drinks. Ice cream and a movie  read bad reviews but will the lead get another oscar???
1591,1,i rly lost interest in the things i m currently doing huh :(
1592,1,I'm starting to lose faith in me getting better..
1593,0,Holy moley this is the dreaded moment... when an extrovert is alone for the first time after the holidays ???­  
1594,1,"Hate having , feels like I'm on an out of control roller coaster! ???­ Keep being told 'snap out of it' - If only it was that easy!"
1595,0,Attention Crew! it's a Happy Tuesday everybody! Make someone #laugh out loud today
1596,1,I've lost interest in many things I supposed to have fun doing in the past. I'm bored.
1597,0,Super excited and Counting down the hours until I see @Pink tomorrow night!!! #awesomeness 😍
1598,1,I already feel 2019's failure weighing down on me.
1599,1,"This day ended poorly. i ended up calling Sally a ""royal pain in the ass"" which I don't seem to think is very bad. Whatever tho "
1600,1,"How rich people be ? I wake up everyday and hustle hard only to be broke and that's why I'm depressed. I couldn't wake up, not have to worry about how I can make ends meet and be even remotely sad. Get a  friend they'll help you feel alive."
1601,1,I think there is something really wrong with me. Always been a   but these days I really cannot be bothered to have friends. It all feels like too much effort.
1602,1,I'm  the same way the Jews were depressed right before they LEFT  !!!
1603,0,@AmberX994874 Butcher Jim landed on his arse #hilarious #NinjaWarriorAU
1604,0,I have 2 cuts on my lips and I can't eat spicy food b/c it burns  :'/
1605,1,Have you ever felt so down and hopeless that it starts feeling as if you're drowning?
1606,1,So the nurse was like β€have you lost interest in doing things?β€ And I legit took a full beat to stop myself from making a joke because this is SERIOUS. So I lied and said no instead.  
1607,1,"Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight, it sure as heck take some time."
1608,1,"What does it mean when the bad, uncomfortable and harmful things are what you remember about your life? "
1609,0,ain't no sunshine when she's away ♫ 
1610,0,"If you’re feeling depressed know that your not alone. Know I see u, I hear u and I support you. Know that I am masters level trained therapist. Know that while it’s ok to pray it’s ok to seek Professional help too. Know that Black people men and women are not immune.   pic.twitter.com/91hb9sz8se"
1611,1,When you feel like shit and have no one to vent too   
1612,0,We offer  Therapy to our patients to treat  and other conditions. Contact us today to learn more.  pic.twitter.com/7AO84RAPNY
1613,1,I've lost interest in doing things I used to enjoying and it sucks
1614,1,"this is exactly how i lost interest in pretty much everything that i wanted to do, know and learn more about once upon a time. now im happy doing trees and romance leaving important things to self appointed important people."
1615,1,"they don't see me when I'm crying running a blade down my ankle, maybe then they'd think twice before they said what they said "
1616,1,"I can't tell if it's my depression or I'm PMSing, but I've been crying for the past two hours....   "
1617,1,Honestly can’t trust anyone at this point. ????
1618,0,"People come and go, but life is simply about seeing who cares enough to stay. "
1619,0,Whether my glass is half empty or its half full. I'm just grateful I even have a glass and that there's something in it.\n #optimism 🤔
1620,1,"Everything has become a crap ! π‚
Lost interest in many things that I loved doing here !π™ƒ
It's not exciting anymore , it has become a crap in true sense  !π™„
Better they end it as soon as possible so they can move on , we can move on and everything will fall into right place !π"
1621,0,"My wish for 2015 is that no one suffering from  should EVER feel alone. That they would receive help, love, support & kindness."
1622,0,How come theres no support or advice for people with  in the  Credits? Still frowned upon!  Disgusting!
1623,0,Art hasn't tweeted lately because he lacks  access (and also access to ropes and sharp objects). He's .
1624,0,Binge/purge: once. Eat/purge: once. Only two thirty. Fuck this. I'm going to bed.  
1625,1,All my  has been sucked by an inability to find a proper solution for a client work. Iβ€™m exhausted and getting . pic.twitter.com/fKrNYVqHxC
1626,0,it takes sadness to know happiness\nabsence to value presence
1627,1,"An email that will never be sent, a message that will remain unsaid, a voice never heard again. #loss #sorrow #Friends"
1628,1,*sigh* ???? I haven't cried so much…I'm in so much pain…
1629,1,I’m so fuckin upset rn. Not coming back to twitter for a while. I’m so fucking done with everything rn. This sucks.
1630,0,if jk realize what taehyung did can he do that to taehyung as a revenge? i would love to
1631,1,This month has had to be the worst month out of this year 
1632,0, trying to promote your video to a youtuber over 100k is simply pointless  
1633,1,Why do people have a constant desire to talk to me? Can't y'all just leave me alone to be miserable and wallow in self loathing?
1634,1,Crying once again…I have something repeating in my head over and over…I'm crying…
1635,0,Avoid facial cleansers containing harsh chemicals which irritate and weaken the protective barrier of skin. Use natural cleansers.
1636,0,Crazy magic - that moment when you have a fantastic idea for your next novel and the momentum builds! \nNothing better! \n #writing 
1637,0,mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).
1638,0,@HUUEducation Thanks! Happy there are other sabbs here. Hope we can talk at lunch :)
1639,0,The lies we believe ensnare us.      pic.twitter.com/d1TlxzGsAg
1640,1,@narendramodi Really it was very sad and shame!!!
1641,0,"no offense to those who love k culture, u can love it all you want bbs!! 💖 but i just personally want to get to know my own country's-"
1642,0,Words are simply amazing people can twist them and make them say anything 😅
1643,1,Why do I always feel the need to document my attacks? So I look back and see how dumb and helpless I look? Just a bad one. Haven’t had them in a while. I need tips and tricks to shorten them.
1644,1,"I've lost interest in football and it's so sad. 
When a game is on now, I can be doing other things I ordinarily wouldn't be doing when a game is on."
1645,1,I just can't get enough of 2018. What an awful year. I would like to hope things will be better but today I feel low. 
1646,0,Can we stop complaining about  until we recognize that we have institutionalized self-sufficiency and pathologized human interaction?  pic.twitter.com/sCFjoC5yOw
1647,1,ha 🙃 ha 🙃 i just realised that i've never actually been to therapy and i still don't know if i'm depressed or just sad all the time
1648,0,Jamba Juice isn't in the mall anymore ???•???±???¢
1649,1,"Annoyed, sad, disappointed. Can anything go right lately.?   "
1650,0,This Ole Miss game is depressing to watch   
1651,0,People with  or  think everything is about them.   can help you step back and see the big picture.
1652,0,  Whats going to happen to my life now .
1653,0,Spending my last day off in bed rough as hell... And the sun is shining ???” 
1654,1,Not everyone wants to see me happy ????
1655,1,"and if you try to stand up for yourself especially when it gets too much, you are being rude, and disrespectful.    happens."
1656,1,Think I have finally lost interest in my one time favourite show The Walking Dead. Find myself doing other things now whle its on and missing large chunks of the Ahem.....plot!
1657,0,@umainoo if you had a bad day cheer up lov!!! ♡♡
1658,0,"New Years Eve- The night I dread and dislike the most,particularly at the moment. "
1659,0,Just tried @GoodmanBakery for the 1st time... GF for 13 yrs &amp; these are some of the best baked goods I've ever had! DF is a bonus! #yummy
1660,1,"Silently screaming for help inside, wanting to die and wishing someone would see and help me   "
1661,0,@jaimitoelcrack7 Seriously...I've been sitting here for five minutes watching this in awe. It never gets less amazing.
1662,1,"Smiling had been always natural for me. It was easy to conjure up on my face. Now it became one of the hardest things to do in my life, next to living.    "
1663,0,"Vegas, you won. "
1664,1,In my feelings tonite .    # tired
1665,0,"Longing to see Your face, Christ Jesus, I rejoice in the anticipation of Your coming again!"
1666,1,"Current mood: Jealous of bears... or Snow White... or Rumplestiltsken. I just want to sleep for a few months, ok?  "
1667,0,Supporting the most vulnerable members of our community who are at risk of  and   pic.twitter.com/4vNqE9Ss0P
1668,1,"Depression isn't always sadness, it can also be , anger, tiredness or , sometimes it's a  for help which isn't so visible..."
1669,1,Iâ€™m so stressed and frustrated right now.  Iâ€™m not about this.  
1670,0,When lil bro refills your water bottle cause it's a desert when I sleep... #cheering #lazysis
1671,0,I always wake up before my alarm goes off 🙄
1672,0,"Be yourself. If you can't love who u are then how can u expect someone to ""love""u.    "
1673,0,"Possible 2016 treatment breakthrough for  and suicidal thinking using ketamine & similar drugs? (Rajkumar R, Pharmacol Res, 2015)"
1674,0,@jennvalley14 There would be no hesitation in naming 50 other things I'd rather be doing rn
1675,0,why would someone write a movie like The Fault in Our Stars? :'( 
1676,0,"Easy day at school today; last rehearsal before the show tomorrow... #excited to play #Nancy in #Oliver, then straight into new project! 😍"
1677,1,My God we live in a sick world!   
1678,0,i'll have my own apartment and not have to sneak alcohol into my dorm room or worry about being loud #blessed
1679,0,"I always love my family, I always love you as my sister, but not anymore. You are not the same.   "
1680,0,@PaulCalafiore_ Absolutely ! Happy blessed Tuesday ❤️
1681,0,If this shit ain't making me famous soon... Igc .... Or something   If anyone feel petty for me.. Then PLEASE HELP ME! ?? I just wanna be loved and appreciated!   And igc = I'm gonna cry..  And not I'm going crazy. If anyone asks.
1682,1,Well as 2018 comes to an end I will have to say that it was a better year compaired to 2017 and being homeless   
1683,1,"I've been feeling strangely empty recently. Over the years I lost interest in a lot of things and gradually just focused on a few. I think that now that my skill boost in mania is over and my piano isn't really progressing, there's not much I feel like doing. I hope this passes"
1684,0,YOU MIGHT BE TRYING TO FILL THE VOID IN YOUR #HEART WITH ALL SORTS OF THINGS BUT THAT PLACE BELONGS TO JESUS CHRIST #music #worry #love #SMM
1685,0,They love and want each other very much but they're timid and egoistical and just... just let your walls down!!!
1686,1,Life is a strange bitch.   
1687,0, can feel ever so painful. And stigma prevents honesty about problems. Let's keep the difficult conversations going x  pic.twitter.com/DwXfpvI3iX
1688,0,"Trump wants to make America great again and guest what, he asks obama's Kenyan-born half brother for help  "
1689,0,The formula of happiness rather than inertia. #elated
1690,0,"I've never seen something so revolting, yet so irresistible as Wendy's Queso. I must have it"
1691,0,watching my sister's keeper this late was not my best idea 
1692,0,I don’t hate white people. White people hate me. I don’t hate white women. White women have rejected me constantly. I am white myself but we really do suck
1693,0,Two options remain:  1. Sell this phone 2. Sell myself. 
1694,0,"I thought this was supposed to be a happy time of year, but honestly this is always the most depressing time of the year. "
1695,1,"β€I lost interest in everything, you know? All the things I used to love doing, I haven't done them in months. Major pieces of me are missing and no one even sees that I'm fading away.β€"
1696,0,2015 grand finale: Kalusha messes Phone and Laptop. .
