,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
1791,947376573086359553,947376573086359553,2017-12-31,tallorangeangry,"Picked up some boxes from storage when I was in Bowling Green. A time capsule of my former life: fencing gauntlets, Irish stepdancing shoes, roller derby gear, art supplies, judo trophies...

I used to be so fearless.

I miss me. 

",['#depression'],"Picked up some boxes from storage when I was in Bowling Green. A time capsule of my former life: fencing gauntlets, Irish stepdancing shoes, roller derby gear, art supplies, judo trophies...

I used to be so fearless.

I miss me. 

#depression",1
1800,947371876304785409,947371876304785409,2017-12-31,kbodaciouslykwe,I finally found a deodorant that works with my specific body chemistry.    pic.twitter.com/3nZiirZbmK,"['#depression', '#stress', '#capitalism']",I finally found a deodorant that works with my specific body chemistry. #depression #Stress #capitalism pic.twitter.com/3nZiirZbmK,1
1816,947363190475776000,947363190475776000,2017-12-31,thirty3anda3rd,I know so many people with anxiety and depression but I only know like 3-4 people who have OCD. Does anyone else suffer with this? I hate my OCD and it’s getting worse.   ,"['#anxiety', '#ocd', '#depression']",I know so many people with anxiety and depression but I only know like 3-4 people who have OCD. Does anyone else suffer with this? I hate my OCD and it’s getting worse. #anxiety #OCD #Depression,1
1819,947361684275871745,947361684275871745,2017-12-31,echoparkpsych,"""I cannot make anyone understand what is happening inside me.""— Franz Kafka,

 ","['#anxiety', '#depression']","""I cannot make anyone understand what is happening inside me.""— Franz Kafka,

#anxiety #depression",1
1824,947359836236341248,947359836236341248,2017-12-31,hamishbayston,"Always remember that you are absolutely unique. Just like everyone else ~ Margaret Mead
 ","['#depression', '#thethoughhackers']","Always remember that you are absolutely unique. Just like everyone else ~ Margaret Mead
#Depression #thethoughhackers",1
1825,947359703469903872,947359703469903872,2017-12-31,pastrypuff93,"I don't know who to talk to or what to do anymore. . .
",['#depression'],"I don't know who to talk to or what to do anymore. . .
#depression",1
1835,947351646970970112,947351646970970112,2017-12-31,hope4siblings,"   What happened in childhood in regard to an abusive sibling, often goes into adulthood. pic.twitter.com/uDFA42Ll7Y","['#bullying', '#depression', '#rt']","#bullying #depression #RT What happened in childhood in regard to an abusive sibling, often goes into adulthood. pic.twitter.com/uDFA42Ll7Y",1
1843,947349838026326017,947349838026326017,2017-12-31,supernaturalov,I wish there was a place I could go to get help with my  some place like rehab. I really need help and my family won’t ,"['#depression', '#helpme']",I wish there was a place I could go to get help with my #depression some place like rehab. I really need help and my family won’t #helpme,1
1851,947342292481818624,947342292481818624,2017-12-31,spookysweets_,"Also k I'm sorry I've been off social media for a while, it's been a combination of shit um I've had to force myself cuz of how sick I've been also depression and strange dysphoria so yea....Im trying don't worry I'll be back soon   ","['#aha', '#depression', '#itschill']","Also k I'm sorry I've been off social media for a while, it's been a combination of shit um I've had to force myself cuz of how sick I've been also depression and strange dysphoria so yea....Im trying don't worry I'll be back soon #aha #depression #itschill",1
1874,947331558314090496,947331558314090496,2017-12-31,imshwetta,"I don't understand the hoopla & over enthusiasm behind 

It trigger  in many people","['#newyear', '#depression']","I don't understand the hoopla & over enthusiasm behind #NewYear

It trigger #depression in many people",1
1891,947326785460588544,947326785460588544,2017-12-31,theaj23,"The semicolon symbolism is for those struggling with depression/anxiety/PTSD but specifically those with self harm, it's like an author using a semicolon. He could have used a period and ended the sentence there, but he used a semicolon and the story continues on. ",['#depression'],"The semicolon symbolism is for those struggling with depression/anxiety/PTSD but specifically those with self harm, it's like an author using a semicolon. He could have used a period and ended the sentence there, but he used a semicolon and the story continues on. #depression",1
1906,947321758633340928,947321758633340928,2017-12-31,cl0ri0,"I just need someone to say, it's gonna be ok   ","['#depression', '#help', '#antisuicide']","I just need someone to say, it's gonna be ok #Depression #Help #AntiSuicide",1
1920,947316770662223872,947316770662223872,2017-12-31,allevin18,Know someone suffering from ? Try to get them out in a low-stress situation...a bike ride...a movie...a walk....a coffee...  pic.twitter.com/jIbXxJF2lM,['#depression'],Know someone suffering from #depression? Try to get them out in a low-stress situation...a bike ride...a movie...a walk....a coffee...  pic.twitter.com/jIbXxJF2lM,1
1925,947315697545121792,947315697545121792,2017-12-31,shatakzzi,"Today I miss the only best friend i ever had, who helped me the most in the past 3 years of pain, emotional struggle and . who was always there for me,the only person that i have trusted. Just wanted to tell him that i love him and miss him ","['#depression', '#imissmybestfriend']","Today I miss the only best friend i ever had, who helped me the most in the past 3 years of pain, emotional struggle and #depression. who was always there for me,the only person that i have trusted. Just wanted to tell him that i love him and miss him #imissmybestfriend",1
1934,947309414855344129,947309414855344129,2017-12-31,janedoebpd,Kisses me on my forehead telling me “come on baby. Relax let’s have some fun. Just for a little while”. We’re just going to a birthday party for a little while. But I hate people and it’s past my bed time.   ,"['#bpd', '#anxiety', '#depression']",Kisses me on my forehead telling me “come on baby. Relax let’s have some fun. Just for a little while”. We’re just going to a birthday party for a little while. But I hate people and it’s past my bed time. #bpd #anxiety #depression,1
1938,947308877737091072,947308877737091072,2017-12-31,organizenow,"Psychologists' research into correlation of  & possessions-more & more stuff = more stress, less creative, less  & focus. pic.twitter.com/sGCRjKEFRc","['#depression', '#sleep']","Psychologists' research into correlation of #depression & possessions-more & more stuff = more stress, less creative, less #sleep & focus. pic.twitter.com/sGCRjKEFRc",1
1941,947308676938809344,947250904322805760,2017-12-31,mariah_mortimer,Update to the  and : anxiety has thankfully left. I did some housework which helped. However depression is still lounging around. I'm starting to ugly eat now 🌯🍫🍫🍨 (I need more junk food emojis),"['#depression', '#anxiety']",Update to the #depression and #anxiety: anxiety has thankfully left. I did some housework which helped. However depression is still lounging around. I'm starting to ugly eat now 🌯🍫🍫🍨 (I need more junk food emojis),1
1952,947303327833915392,947303327833915392,2017-12-31,jeffreythomd79,Face your  and transcend it.    pic.twitter.com/cEae3WPqhR,"['#pain', '#depression', '#bipolar']",Face your #pain and transcend it.  #depression #bipolar pic.twitter.com/cEae3WPqhR,1
1959,947301326701993985,947301326701993985,2017-12-31,ms_frye,And ANOTHER thing Becky. Smoking pot is not a cureall. If it were I’d be the most mentally stable happiest motherfucker in the goddamn universe. Please astral project away from me. ,['#depression'],And ANOTHER thing Becky. Smoking pot is not a cureall. If it were I’d be the most mentally stable happiest motherfucker in the goddamn universe. Please astral project away from me. #depression,1
1963,947300619886272512,947300619886272512,2017-12-31,michaelarnold13,"West van this Morning 

  attic    pic.twitter.com/2pTWDx6nlN",['#depression'],"West van this Morning 

#filmmaker#actor#director#producer#traveler#photographer#writer #michaelarnold#13#romantic#northvancouver#BC#vancouver#canada#Canadian#china#father#traveler#sober#alcoholic#drug attic#anxiety #depression #YVR#Ablood#scorpio#rabbit#youtubemichaelarnold13  pic.twitter.com/2pTWDx6nlN",1
1964,947300493880991745,947300493880991745,2017-12-31,ms_frye,"And yes Becky I understand that many many more people have it worse than I do, again depression doesn’t gove a fuck. ",['#depression'],"And yes Becky I understand that many many more people have it worse than I do, again depression doesn’t gove a fuck. #depression",1
1965,947299807449595904,947299807449595904,2017-12-31,ms_frye,‘Changing my reality’ isn’t going to work when the chemicals in my BRAIN tell me depression is reality. ,['#depression'],‘Changing my reality’ isn’t going to work when the chemicals in my BRAIN tell me depression is reality. #depression,1
1968,947299442176094208,947299442176094208,2017-12-31,ms_frye,Why is it such a pissing contest when someone mentions they are depressed. Becky I’m glad watching a comedy works for you but mental illness isn’t that simple for everyone. ,['#depression'],Why is it such a pissing contest when someone mentions they are depressed. Becky I’m glad watching a comedy works for you but mental illness isn’t that simple for everyone. #depression,1
1973,947295653650141185,947295653650141185,2017-12-31,k10933,My  is like a slow moving snow storm.  It starts coming on and at first it’s not so bad but then it keeps coming and coming and before you know it your buried in it.  And much like dirty slush you get to deal with all the ugliness of depression,['#depression'],My #depression is like a slow moving snow storm.  It starts coming on and at first it’s not so bad but then it keeps coming and coming and before you know it your buried in it.  And much like dirty slush you get to deal with all the ugliness of depression,1
1985,947292062126428160,947292062126428160,2017-12-31,sonnyalimusic,"Plus with me sleeping all day from feeling like dog shit from this depression, I’m sure my face was like 😐 I don’t think I said more than 5 words.  ","['#ufc219', '#depression']","Plus with me sleeping all day from feeling like dog shit from this depression, I’m sure my face was like 😐 I don’t think I said more than 5 words. #ufc219 #depression",1
1990,947290518404325376,947290518404325376,2017-12-31,grandpaalien,"Wakes up from nap, opens twitter, decides to have cigarette, then take another nap. ",['#depression'],"Wakes up from nap, opens twitter, decides to have cigarette, then take another nap. #depression",1
