,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
776,1077508763374907392,1077508763374907392,2018-12-25,roninchilde," is pissed at me for missing my meds and being too  to partake in annual kinship rituals.

Joke's on her, I only have 1 (one) available emotion slot for today, and it ent occupied by . Hah.","['#mummydearest', '#depressed', '#catholicguilt']","#Mummydearest is pissed at me for missing my meds and being too #depressed to partake in annual kinship rituals.

Joke's on her, I only have 1 (one) available emotion slot for today, and it ent occupied by #CatholicGuilt. Hah.",1
777,1077502783106965505,1077502783106965505,2018-12-25,kurizchan,"Bat kaya wala kaming handang lumpia this christmas. 
Kagabi ko pa to iniisip.
",['#depressed'],"Bat kaya wala kaming handang lumpia this christmas. 
Kagabi ko pa to iniisip.
#depressed",1
779,1077492952677666817,1077492952677666817,2018-12-25,v1coaching,Just put yourself in control that way it evens the playing field. When you subconsciously put others in control it can seriously fuq with your mind to the point that you feel low and ,['#depressed'],Just put yourself in control that way it evens the playing field. When you subconsciously put others in control it can seriously fuq with your mind to the point that you feel low and #depressed,1
783,1077465649130151936,1077465649130151936,2018-12-25,madisonterry,I just left Ellie with my parents and won’t get to see her for a whole 5 days ,['#depressed'],I just left Ellie with my parents and won’t get to see her for a whole 5 days #depressed,1
784,1077464928041271296,1077464928041271296,2018-12-25,inmythoughtbox,Why is it so easy to become  though I am aware that life is  and ,"['#depressed', '#beautiful', '#blessed']",Why is it so easy to become #depressed though I am aware that life is #beautiful and #blessed,1
797,1077418227683258368,1077418227683258368,2018-12-25,sleepychiptv,I'm sorry y'all probably no give away stream on Christmas... Some unforeseen circumstances costed our family alot of money. So I need to help where I can. But don't worry I will for sure do one once I'm back on my feet  ,"['#depressed', '#fml']",I'm sorry y'all probably no give away stream on Christmas... Some unforeseen circumstances costed our family alot of money. So I need to help where I can. But don't worry I will for sure do one once I'm back on my feet #Depressed #Fml,1
799,1077410445533855744,1077410445533855744,2018-12-25,maueldomingo,"Yung bagsak kana this semester tapos wala ka pang napamaskuhan.



","['#suicidal', '#depressed', '#ayawkonasaearth']","Yung bagsak kana this semester tapos wala ka pang napamaskuhan.

#Suicidal
#Depressed
#AyawKoNaSaEarth",1
800,1077409760868065280,1077409760868065280,2018-12-25,lusquinita,"Have everyone experience your leg getting numb yet when a slight touch it was so sensitive that its painful? That's what im feeling today😢 my heart is so numb yet sensitive. Numb of the happiness yet sensitive to sadness. 
","['#depressed', '#sadchristmasoftheyear']","Have everyone experience your leg getting numb yet when a slight touch it was so sensitive that its painful? That's what im feeling today😢 my heart is so numb yet sensitive. Numb of the happiness yet sensitive to sadness. #depressed
#sadchristmasoftheyear",1
811,1077385753506795520,1077385753506795520,2018-12-25,ceelokc913,Decided to spend xmas by myself I need time to myself I'm so fed up not being able to live for me ,['#depressed'],Decided to spend xmas by myself I need time to myself I'm so fed up not being able to live for me #depressed,1
814,1077378906615889920,1077378906615889920,2018-12-25,rkg311,"Starting to feel like it’s impossible to get affiliate without having 50 people you know follow you 
 ","['#twitch', '#depressed']","Starting to feel like it’s impossible to get affiliate without having 50 people you know follow you 
#twitch #depressed",1
823,1077328063266938880,1077328063266938880,2018-12-25,maisakurajima5,"Once you start loving someone, it's hard to stop 😢😭
  pic.twitter.com/phGezY8KU5",['#depressed'],"Once you start loving someone, it's hard to stop 😢😭
#depressed  pic.twitter.com/phGezY8KU5",1
825,1077324758323220480,1077324758323220480,2018-12-25,sanatsalart_,"Şimdi konuşmuyorum, seneler sonra da konuşmayacağım. Hiçbir zaman karşılarına geçip intikam almayacağım. Düştüklerinde iyi olmuş bile demeyeceğim. Benim kelimelerim sesimden çıkıp kimseye çarpmayacak. Keşke bunun anlamını biraz olsun bilseydiniz.
-Sabahattin Ali
  pic.twitter.com/UbkL1UgihP",['#depressed'],"Şimdi konuşmuyorum, seneler sonra da konuşmayacağım. Hiçbir zaman karşılarına geçip intikam almayacağım. Düştüklerinde iyi olmuş bile demeyeceğim. Benim kelimelerim sesimden çıkıp kimseye çarpmayacak. Keşke bunun anlamını biraz olsun bilseydiniz.
-Sabahattin Ali
#depressed  pic.twitter.com/UbkL1UgihP",1
838,1077298206785060864,1077298205140893696,2018-12-24,thesageyfox,So  right now I just want this all to be over with I’m so tired of struggling and getting nowhere.,['#depressed'],So #depressed right now I just want this all to be over with I’m so tired of struggling and getting nowhere.,1
840,1077291396854411266,1077291396854411266,2018-12-24,romsesrogers,"If ur feeling  please remember there's someone that cares: a friend that cares, a  that cares. I CARE! pic.twitter.com/PPZo0P7z5b","['#depressed', '#pet']","If ur feeling #depressed please remember there's someone that cares: a friend that cares, a #pet that cares. I CARE! pic.twitter.com/PPZo0P7z5b",1
842,1077285485968609280,1077285485968609280,2018-12-24,matthewsadam316,Would it matter at all? 😑 ,['#depressed'],Would it matter at all? 😑 #depressed,1
845,1077271865402494976,1077271865402494976,2018-12-24,jackd82886511, not into the holiday spirit at all. No friends. No family. Tired of wondering if at age 52 is it too late to have my dreams/hopes come true.,['#depressed'],#depressed not into the holiday spirit at all. No friends. No family. Tired of wondering if at age 52 is it too late to have my dreams/hopes come true.,1
849,1077244140872593408,1077244140872593408,2018-12-24,_madrgl_,Di alam ni mama edad ko.....    BWHAHAHAHAHHAHAHAAHAHA,['#depressed'],Di alam ni mama edad ko..... #Depressed   BWHAHAHAHAHHAHAHAAHAHA,1
853,1077231186521612288,1077231186521612288,2018-12-24,readyfallin,both of the festivals i went to shawn didn’t play fallin all in you and a bitch was ,['#depressed'],both of the festivals i went to shawn didn’t play fallin all in you and a bitch was #depressed,1
855,1077220600417013761,1077220600417013761,2018-12-24,helpsucide,I’m sitting in the hospital because of a suicide attempt.. my aspirin levels was very high and my kidney and liver could have failed.. I’ve been in the hospital for 3 days now and I gotta stay for 2-3 more days😔😔 it’s not worth it get help!!!  ,"['#depressed', '#suicideprevention']",I’m sitting in the hospital because of a suicide attempt.. my aspirin levels was very high and my kidney and liver could have failed.. I’ve been in the hospital for 3 days now and I gotta stay for 2-3 more days😔😔 it’s not worth it get help!!! #depressed #SuicidePrevention,1
856,1077217123104161792,1077217123104161792,2018-12-24,ashlygorj,Unsay akoy pahugason after mangaon oy huhuhuhu  charot hahahahaaaa,['#depressed'],Unsay akoy pahugason after mangaon oy huhuhuhu #depressed charot hahahahaaaa,1
