,id,conversation_id,date,username,tweet,hashtags,tweet_original,label
2094,1079817961911668736,1079816472547942401,2018-12-31,misspenart,"Teen and pre-teens have this ability to love things with unparalleled raw energy. For some it's bands, for others it's characters in a book or an anime, or a movie. Little 11 yr old me fell so in love with Mewtwo that 20 years later it's difficult to explain how much I loved him.",[],"Teen and pre-teens have this ability to love things with unparalleled raw energy. For some it's bands, for others it's characters in a book or an anime, or a movie. Little 11 yr old me fell so in love with Mewtwo that 20 years later it's difficult to explain how much I loved him.",1
2095,1079816636335620096,1079816636335620096,2018-12-31,citygirlliv,I found my nigga and I’m not coming up off him...NOW I just need a bad little vibe so I can have this energy 🤤👅😻,[],I found my nigga and I’m not coming up off him...NOW I just need a bad little vibe so I can have this energy 🤤👅😻,1
2097,1079808968392876032,1079808968392876032,2018-12-31,beccamoneypenny,As if my mums letting my little brother have a friend over home alone tonight when there’s so much alcohol lying around. Where was this energy when i was 14,[],As if my mums letting my little brother have a friend over home alone tonight when there’s so much alcohol lying around. Where was this energy when i was 14,1
2099,1079808195210764288,1079808195210764288,2018-12-31,katierd19,Trying to get my mom to rap Sicko Mode with me. I think I have more of a Drake energy so I’m having her do the Travis Scott parts but it’s a little too much for her,[],Trying to get my mom to rap Sicko Mode with me. I think I have more of a Drake energy so I’m having her do the Travis Scott parts but it’s a little too much for her,1
2101,1079803893788434432,1079803893788434432,2018-12-31,vcamillexo,"I gave my kid an old gift card that looks like a debit card and she carries it around in her little purse wherever we go. Today, she actually whipped it out and tried to pay for groceries. Keep that same energy when you have money for real, kid.",[],"I gave my kid an old gift card that looks like a debit card and she carries it around in her little purse wherever we go. Today, she actually whipped it out and tried to pay for groceries. Keep that same energy when you have money for real, kid.",1
2103,1079802945573670917,1079799945463517184,2018-12-31,lucabrazzers,we not doing no half-assed lovers nor half-assed friends it’s full cheeks or nothing you little bitch I do not have the time nor the energy  pic.twitter.com/yZDX3dYoAT,[],we not doing no half-assed lovers nor half-assed friends it’s full cheeks or nothing you little bitch I do not have the time nor the energy  pic.twitter.com/yZDX3dYoAT,1
2105,1079797569105158144,1079793589146869761,2018-12-31,the_jasperopode,"( daily ""i love my friends w/ all my heart :((((("" tweet, but they've been super super understanding w/ me and have given me the space i needed to gain what little energy i had )",[],"( daily ""i love my friends w/ all my heart :((((("" tweet, but they've been super super understanding w/ me and have given me the space i needed to gain what little energy i had )",1
2106,1079792398878810114,1079792398878810114,2018-12-31,jvevve,Was planning to finish it today but need to use the little energy i have left just to manager the day. 😥 it will be my first finished art 2019 😊  pic.twitter.com/KT0nJWAfSL,[],Was planning to finish it today but need to use the little energy i have left just to manager the day. 😥 it will be my first finished art 2019 😊  pic.twitter.com/KT0nJWAfSL,1
2107,1079788292218982400,1079788292218982400,2018-12-31,wanyodos,"Hey friends, I know I've been a little extra quiet as of late and I'm sorry! Just been dealing with a particularly harsh bout of depression & just been focusing on myself for a bit so I have enough energy to enjoy MAGFEST.",[],"Hey friends, I know I've been a little extra quiet as of late and I'm sorry! Just been dealing with a particularly harsh bout of depression & just been focusing on myself for a bit so I have enough energy to enjoy MAGFEST.",1
2108,1079786107229728773,1079785149431046144,2018-12-31,ildhoonmj,"When we first met, I didn't want to get involved with anyone. I didn't have the time or energy & I didn't think I was ready for it; but you were so good to me & I got swept up in that and little by little, I found  myself for you.",[],"When we first met, I didn't want to get involved with anyone. I didn't have the time or energy & I didn't think I was ready for it; but you were so good to me & I got swept up in that and little by little, I found  myself for you.",1
2109,1079785965030322176,1079785965030322176,2018-12-31,jgungtnggi,"2019 resolution:
1) A little less attached to work. (I haven't taken a proper holiday since August 2017)
2) Get spark fund for Shiva
3) Maybe plan a trip to JP for summer GBF fes 
4) More control of anger
5) Have more horny energy in my drawings",[],"2019 resolution:
1) A little less attached to work. (I haven't taken a proper holiday since August 2017)
2) Get spark fund for Shiva
3) Maybe plan a trip to JP for summer GBF fes 
4) More control of anger
5) Have more horny energy in my drawings",1
2110,1079784309698056195,1079784309698056195,2018-12-31,weedlewobble,lol I can barely overcome the depression to throw a lasagna in the microwave most days I'm not gonna devote what little energy I have to going fucking vegan and frankly fuck you for trying to shame people over their individual consumption as some uniquely evil thing.,[],lol I can barely overcome the depression to throw a lasagna in the microwave most days I'm not gonna devote what little energy I have to going fucking vegan and frankly fuck you for trying to shame people over their individual consumption as some uniquely evil thing.,1
2111,1079783383440465921,1079783383440465921,2018-12-31,freckleeesssss,I don’t have the energy to pick up my phone and record every little thing now lol,[],I don’t have the energy to pick up my phone and record every little thing now lol,1
2112,1079775492243406849,1079770337250811905,2018-12-31,diamondie,"That new organ damage (three more instances followed later) has meant an even worse tolerance to carbs. So, with my gastroparesis I have to eat 7 tiny low-carb meals and 1-2 high carb ones per day (while vegetarian, low on money and with little energy to cook). Fun times.",[],"That new organ damage (three more instances followed later) has meant an even worse tolerance to carbs. So, with my gastroparesis I have to eat 7 tiny low-carb meals and 1-2 high carb ones per day (while vegetarian, low on money and with little energy to cook). Fun times.",1
2113,1079773273179783169,1079773273179783169,2018-12-31,grantthethief,"I hope that, no matter what 2019 brings us, I can help make all of your lives a little better and brighter than they might otherwise be. I hope I can return the joy, support, and energy that you all have given me time and again.",[],"I hope that, no matter what 2019 brings us, I can help make all of your lives a little better and brighter than they might otherwise be. I hope I can return the joy, support, and energy that you all have given me time and again.",1
2114,1079771176996614145,1079771176996614145,2018-12-31,coreyandon,"I went to bed a little early last night just to make sure I have enough energy to drink myself stupid tonight. 

Happy new year to all of my comrades, friends, and family! May 2019 bring about the complete and utter destruction of the global capitalist machine.

🙂",[],"I went to bed a little early last night just to make sure I have enough energy to drink myself stupid tonight. 

Happy new year to all of my comrades, friends, and family! May 2019 bring about the complete and utter destruction of the global capitalist machine.

🙂",1
2115,1079769222102859778,1079769222102859778,2018-12-31,ariasalvatrice,I still have a ton of trouble understanding whether I'm giving him too little/too much/just enough exercise & mental stimulation. He's only allowed to walk 2x10mn but has enough energy to walk 1hr. His body can't handle it yet but his mind expects more.,[],I still have a ton of trouble understanding whether I'm giving him too little/too much/just enough exercise & mental stimulation. He's only allowed to walk 2x10mn but has enough energy to walk 1hr. His body can't handle it yet but his mind expects more.,1
2118,1079755343754870787,1079755343754870787,2018-12-31,baileyc213,“I swore when I got into this poem I would convert / this sorrow into some kind of honey with the little musics // I can sometimes make with these scribbled artifacts / of our desolation.” -Ross Gay w/ the energy I want my poems to have in 2019,[],“I swore when I got into this poem I would convert / this sorrow into some kind of honey with the little musics // I can sometimes make with these scribbled artifacts / of our desolation.” -Ross Gay w/ the energy I want my poems to have in 2019,1
2119,1079749550494109696,1079749550494109696,2018-12-31,oppositeofdogs,That little ten minute surge of motivation and energy was really nice I hope I have another one some day,[],That little ten minute surge of motivation and energy was really nice I hope I have another one some day,1
2120,1079729170836525061,1079729170836525061,2018-12-31,swirlingfire,"I have a few errands but very little energy/motivation right now. 
Who wants to be me today?",[],"I have a few errands but very little energy/motivation right now. 
Who wants to be me today?",1
2121,1079718027074158592,1079718027074158592,2018-12-31,mbotsellasie, That I can do more than I think I can. I have a lot of potential energy within me! I achieved some things I initially thought we hard to do in so much little time... Cheers to that!!!,['#2018mademerealize'],#2018MadeMeRealize That I can do more than I think I can. I have a lot of potential energy within me! I achieved some things I initially thought we hard to do in so much little time... Cheers to that!!!,1
2122,1079714514260709376,1079714514260709376,2018-12-31,xbubble_teax,"I have got such low energy today. I don't wanna go anywhere, don't wanna see anyone. Just want to shut the world out for a little while",[],"I have got such low energy today. I don't wanna go anywhere, don't wanna see anyone. Just want to shut the world out for a little while",1
2123,1079696514971246593,1079696514971246593,2018-12-31,mickswaggahd,I dnt even have energy too cut anyone off.. little by little i just fade lol,[],I dnt even have energy too cut anyone off.. little by little i just fade lol,1
2124,1079692385775423488,1079692385775423488,2018-12-31,gemmatossellfit,"Well done to this morning’s bootcampers! 
Was great to see the kids joining too hopefully a little bit of energy burnt off for the day 😜 a great start to the week 💪 I hope you all have a great NYE 👍🏻🥳🍾🎉",[],"Well done to this morning’s bootcampers! 
Was great to see the kids joining too hopefully a little bit of energy burnt off for the day 😜 a great start to the week 💪 I hope you all have a great NYE 👍🏻🥳🍾🎉",1
2125,1079691930815074304,1079691930815074304,2018-12-31,antoniahayley,"This year I feel I have focused a lot of energy into work, maybe a little too much. So my New Years resolution is going to be to find that work-life balance.",[],"This year I feel I have focused a lot of energy into work, maybe a little too much. So my New Years resolution is going to be to find that work-life balance.",1
2127,1079657318613241856,1079655281662087168,2018-12-31,wreckedbyoongi,"Yeah exactly. I started writing this because I NEEDED fluff after all that smut and I’m happy to put work and energy in it but ngl, it’s a /little/ discouraging  👉🏻👈🏻 it makes me feel like I /have to/ add smut for people to even click on it.",[],"Yeah exactly. I started writing this because I NEEDED fluff after all that smut and I’m happy to put work and energy in it but ngl, it’s a /little/ discouraging  👉🏻👈🏻 it makes me feel like I /have to/ add smut for people to even click on it.",1
2130,1079625185991507968,1079625185991507968,2018-12-31,nightmare_exul,"From now on I’m only reciprocating everyone’s energy & efforts. I have a bad habit of going above & beyond for people that I care about even though they give me little or nothing in return. It’s exhausting, physically & emotionally. I’m putting my happiness & sanity first now.",[],"From now on I’m only reciprocating everyone’s energy & efforts. I have a bad habit of going above & beyond for people that I care about even though they give me little or nothing in return. It’s exhausting, physically & emotionally. I’m putting my happiness & sanity first now.",1
2131,1079616319417245696,1079616319417245696,2018-12-31,strawbirdiex0,Yesterday and today have been those days where I'm saying little prayers to my Higher Power. Sometimes I just need that connection more than most days. My latest prayer is to feel my HP's presence and energy more because I feel lost. ,['#recoveryposse'],Yesterday and today have been those days where I'm saying little prayers to my Higher Power. Sometimes I just need that connection more than most days. My latest prayer is to feel my HP's presence and energy more because I feel lost. #RecoveryPosse,1
2136,1079600412599205888,1079600412599205888,2018-12-31,nottaconformist,"I am certain they have some Targeted Individuals in Waller County, just based on the energy in their law enforcement, they would have no problem with a little we'll show 'em type of operation.... None whatsoever!",[],"I am certain they have some Targeted Individuals in Waller County, just based on the energy in their law enforcement, they would have no problem with a little we'll show 'em type of operation.... None whatsoever!",1
2137,1079596016591138817,1079560880474476544,2018-12-31,uchyeehawclan,"i hate to be this basic but they have such jenna marbles and julian energy, kankuro is like i just want to cook dinner and kiba is like okay cool im going to vlog it and juggle the knives a little bit",[],"i hate to be this basic but they have such jenna marbles and julian energy, kankuro is like i just want to cook dinner and kiba is like okay cool im going to vlog it and juggle the knives a little bit",1
2138,1079580387314065408,1079580387314065408,2018-12-31,buyyourhomenow,"I sure hope Chayka has his sights on a little energy & toughness this off season for the . This game tonight shows you how far we have to go.  Both teams played yesterday and the tenacity, toughness & “want” in  game is exponentially greater.","['#coyotes', '#vegas']","I sure hope Chayka has his sights on a little energy & toughness this off season for the #coyotes. This game tonight shows you how far we have to go.  Both teams played yesterday and the tenacity, toughness & “want” in #vegas game is exponentially greater.",1
2140,1079579707828461569,1079579707828461569,2018-12-31,coolsexcult,Yeah well that’s nice I’m taking very little energy into 2019. I’m a beaten man I have nothing left,[],Yeah well that’s nice I’m taking very little energy into 2019. I’m a beaten man I have nothing left,1
2142,1079568696476082178,1079568696476082178,2018-12-31,_grashi,I have a little bit of energy for Game....  Which one though...,[],I have a little bit of energy for Game....  Which one though...,1
2146,1079546388982128640,1079546388982128640,2018-12-31,tvtea123,Jay is a LITTLE BOY. There’s nothing mature about a 20 yo male. Ashley should have known so much better. I can’t even waste energy being mad at that man-child. He’s behaving like a 20 yo old dude does: ,['#90dayfiance'],Jay is a LITTLE BOY. There’s nothing mature about a 20 yo male. Ashley should have known so much better. I can’t even waste energy being mad at that man-child. He’s behaving like a 20 yo old dude does: #90dayfiance,1
2148,1079545020607356928,1079545020607356928,2018-12-31,___xoxorlk,"Even with as exhausted as I am, I managed to have a little bit of energy, and was able to clean and do a little bit of yoga.",[],"Even with as exhausted as I am, I managed to have a little bit of energy, and was able to clean and do a little bit of yoga.",1
2150,1079529948480716800,1079529948480716800,2018-12-31,inuvvi,"My little cousin is visiting with my older cousin and holy SHIT I forgot how much energy kids can have, he’s adorable tho I love him lmao",[],"My little cousin is visiting with my older cousin and holy SHIT I forgot how much energy kids can have, he’s adorable tho I love him lmao",1
2151,1079526917198487553,1079526917198487553,2018-12-31,officialkylepop,"Okay, I really don’t understand how idols can crash diet or basically eat extremely little ... yet have the energy to perform on stage daily!? Some please tell me",[],"Okay, I really don’t understand how idols can crash diet or basically eat extremely little ... yet have the energy to perform on stage daily!? Some please tell me",1
2157,1079507332248363008,1079507332248363008,2018-12-31,lwren_vr,I have little energy left for relationships fr,[],I have little energy left for relationships fr,1
2161,1079488039204855809,1079488039204855809,2018-12-30,ennui_cos,Ughhh colds during con crunch are the worst. I actually have the time to be doing productive stuff but my brain is pretty much gone for the day and little to no energy. I refuse to give up and will try to at least finish sewing these pants,[],Ughhh colds during con crunch are the worst. I actually have the time to be doing productive stuff but my brain is pretty much gone for the day and little to no energy. I refuse to give up and will try to at least finish sewing these pants,1
2162,1079487361396953090,1079487361396953090,2018-12-30,_najchalant,i will NOT be open to be open when you’re ready to be especially when you ghost me after mysteriously having off energy from something little lmao what do y’all think this is? i dont have to deal widdatttt now gon 🥴,[],i will NOT be open to be open when you’re ready to be especially when you ghost me after mysteriously having off energy from something little lmao what do y’all think this is? i dont have to deal widdatttt now gon 🥴,1
2165,1079473999959285760,1079473999959285760,2018-12-30,dalydoseofhoops,"Tim Cluess: ""I think there'll be a number of games like this where we have an opportunity in. If we're willing to up or energy and effort, and care more about the little things that we're not caring about for 40 minutes, then we'll have a chance."" ",['#icmbb'],"Tim Cluess: ""I think there'll be a number of games like this where we have an opportunity in. If we're willing to up or energy and effort, and care more about the little things that we're not caring about for 40 minutes, then we'll have a chance."" #ICMBB",1
2167,1079471879482675200,1079471879482675200,2018-12-30,formeralcky,"My stomach is burning but I have zero energy to get up and make food, guess I’ll starve a little more. Oh well 🤷🏾‍♀️",[],"My stomach is burning but I have zero energy to get up and make food, guess I’ll starve a little more. Oh well 🤷🏾‍♀️",1
2168,1079467320127434754,1079467320127434754,2018-12-30,_crystalexarch,"I want to design ""F*ck FOSTA/SESTA"" and ""FOSTA/SESTA"" does not protect us! T-shirt designs. Perhaps when I have a little more energy..",[],"I want to design ""F*ck FOSTA/SESTA"" and ""FOSTA/SESTA"" does not protect us! T-shirt designs. Perhaps when I have a little more energy..",1
2169,1079464890266308608,1079464890266308608,2018-12-30,vulpesoutfoxed1,"Spoke a little soon yesterday but definitely feeling better today.  I don't have the most energy I have ever had, but at least I am not completely out of it today.",[],"Spoke a little soon yesterday but definitely feeling better today.  I don't have the most energy I have ever had, but at least I am not completely out of it today.",1
2171,1079458122421424128,1079458122421424128,2018-12-30,maddybarron98,I have really bad social anxiety to the point where i used to need someone to be with me just to run errands and today i went to a mall all by myself and it’s little victories that sometimes are the hardest so if you need me i’ll be napping because that took so much energy,[],I have really bad social anxiety to the point where i used to need someone to be with me just to run errands and today i went to a mall all by myself and it’s little victories that sometimes are the hardest so if you need me i’ll be napping because that took so much energy,1
2174,1079438756418072576,1079430449645146114,2018-12-30,geekyfoxy,It seems to be alright. Just really bitter tasting and not sweet at all. I have a little bit more energy tho and less anxiety. Just in time for the end of the day at work,[],It seems to be alright. Just really bitter tasting and not sweet at all. I have a little bit more energy tho and less anxiety. Just in time for the end of the day at work,1
2175,1079433522547486722,1079433522547486722,2018-12-30,lottevdkrol,i said i wouldn't do new year's resolutions but: I need to learn to accept how little energy I actually have right now. then I can stop doing too much constantly and start allowing myself to heal.,[],i said i wouldn't do new year's resolutions but: I need to learn to accept how little energy I actually have right now. then I can stop doing too much constantly and start allowing myself to heal.,1
2176,1079422356332953601,1079422356332953601,2018-12-30,gxxdkvt,"image if Kung Fu Kenny was not as a big to where he could have a show at your local venue with a hype man and little backing track. he'd have more ability to project without like running out of breath or energy, know what i mean? just image DNA or Humble in that environment",[],"image if Kung Fu Kenny was not as a big to where he could have a show at your local venue with a hype man and little backing track. he'd have more ability to project without like running out of breath or energy, know what i mean? just image DNA or Humble in that environment",1
2177,1079417958529548289,1079417958529548289,2018-12-30,adroyl2,"This is my first Tweet. Today I am happy, I have full energy, I love my present friendship and love my little but warm family. And... today I try strongbow which I've never drunk before.",[],"This is my first Tweet. Today I am happy, I have full energy, I love my present friendship and love my little but warm family. And... today I try strongbow which I've never drunk before.",1
2178,1079417288330141696,1079417288330141696,2018-12-30,dihydrogeno,"Twitter drama, is a little wild in the last 48hrs. I don’t have enough to formulate a proper opinion and to choose a side. Either way, I don’t have the energy for it. This is reason x on why I am choosing not to be a part of the community as much anymore. Toxicity has been extra.",[],"Twitter drama, is a little wild in the last 48hrs. I don’t have enough to formulate a proper opinion and to choose a side. Either way, I don’t have the energy for it. This is reason x on why I am choosing not to be a part of the community as much anymore. Toxicity has been extra.",1
2179,1079410881623027712,1079410881623027712,2018-12-30,bbetzzzzz,Morning guys! Hope it's a marvelous sunday for yall. Just a little update I feel better today but still not good enough/have enough energy to do a 12hr stream. Sadly I'll have to push that back.  I will be live for a few hours today! I'll keep you updated as to what time❤,[],Morning guys! Hope it's a marvelous sunday for yall. Just a little update I feel better today but still not good enough/have enough energy to do a 12hr stream. Sadly I'll have to push that back.  I will be live for a few hours today! I'll keep you updated as to what time❤,1
2181,1079401006751010816,1079401006751010816,2018-12-30,craigrgray,2 Things Happen over break--I get lots of little projects done around the house that have been waiting for time/energy: My Kill/Death ratio in Battlefield 3 gets stellar.  A little pre-New Year Humor for you!,[],2 Things Happen over break--I get lots of little projects done around the house that have been waiting for time/energy: My Kill/Death ratio in Battlefield 3 gets stellar.  A little pre-New Year Humor for you!,1
2182,1079398650072260610,1079398650072260610,2018-12-30,ristance,Have almost as little energy today as I did last night. Hopefully caffeine will kick in else it'll be a long and tired-full day.,[],Have almost as little energy today as I did last night. Hopefully caffeine will kick in else it'll be a long and tired-full day.,1
2184,1079374081563217922,1079373231319142400,2018-12-30,xingofheart,basically when I'm ready to get negative/angry about something I go 'listen you know your old ass doesn't have that much energy do you really need to waste it getting mad about this thing' and the answer is becoming no a little more often than it used to,[],basically when I'm ready to get negative/angry about something I go 'listen you know your old ass doesn't have that much energy do you really need to waste it getting mad about this thing' and the answer is becoming no a little more often than it used to,1
2185,1079367626596470784,1079367626596470784,2018-12-30,raysalopez7,"How do you talk down on women 24/7 but stay T-H-I-R-S-T-Y for any little ass chance ?? 🤔🤔 .......oh nooo baby , have the same energy.  pic.twitter.com/54ngrGmPAn",[],"How do you talk down on women 24/7 but stay T-H-I-R-S-T-Y for any little ass chance ?? 🤔🤔 .......oh nooo baby , have the same energy.  pic.twitter.com/54ngrGmPAn",1
2188,1079343184335925248,1079343184335925248,2018-12-30,janna_mobs,"Reading my years in review from 2014 to 2017 and getting a little teary-eyed. Though it’s tough on a daily basis and costs me enormous amounts of energy, I have to admit that I have an awesome life full of adventures 😍  ","['#newyearseve', '#lookingback']","Reading my years in review from 2014 to 2017 and getting a little teary-eyed. Though it’s tough on a daily basis and costs me enormous amounts of energy, I have to admit that I have an awesome life full of adventures 😍 #NewYearsEve #lookingback",1
2189,1079311896673689600,1079311896673689600,2018-12-30,strider_ms,"Got invited for a new year's party but an accquaintace but probably will just spend it with family as usual.
Frankly past midnight I have little patience and energy to do much even if it's new year, no will to then drive off to a party",[],"Got invited for a new year's party but an accquaintace but probably will just spend it with family as usual.
Frankly past midnight I have little patience and energy to do much even if it's new year, no will to then drive off to a party",1
2190,1079298079948447745,1079298079948447745,2018-12-30,rakasvernon,sometimes i forget ateez is a tookie group and they only have so little songs...... they have THAT energy,[],sometimes i forget ateez is a tookie group and they only have so little songs...... they have THAT energy,1
2191,1079292550140313600,1079288026499551232,2018-12-30,twklgbtq,"not to have kids, if I'm honest - not because ""this isn't a world to bring children into"" (except... maybe a little), but because all the bad things make me so despondent that I don't have the emotional energy left to parent a child well. As I said: very empathic.",[],"not to have kids, if I'm honest - not because ""this isn't a world to bring children into"" (except... maybe a little), but because all the bad things make me so despondent that I don't have the emotional energy left to parent a child well. As I said: very empathic.",1
2192,1079287197495422976,1079287197495422976,2018-12-30,doeyhin,"Making yourself sad and sulking about because you’re a selfish little child who expects to be told sorry for even your own personal blunders! 

I don’t have that energy this morning and going forward. Nope!",[],"Making yourself sad and sulking about because you’re a selfish little child who expects to be told sorry for even your own personal blunders! 

I don’t have that energy this morning and going forward. Nope!",1
2193,1079276650083233793,1079276613332652038,2018-12-30,beanyoon,"I love that you’re always so selfless and the little things you do for your members never make me question the love you have for them, you are full with love!! The energy you radiate is love energy and I’m glad you’re receiving a countless amount back <3  pic.twitter.com/RIOAWwmigP",[],"I love that you’re always so selfless and the little things you do for your members never make me question the love you have for them, you are full with love!! The energy you radiate is love energy and I’m glad you’re receiving a countless amount back <3  pic.twitter.com/RIOAWwmigP",1
2194,1079261550148345857,1079261550148345857,2018-12-30,satanssdaddy,Yall I cannot 💀🤦🏽‍♀️ a 17 year old boy wanted my number and my friends little 16 year old friend is still very much in love with me. She thinks everything i do is amazing 🤦🏽‍♀️😂 why cant I have this energy from someone age appropriate. 😅🤣 now time to drink.. 340 anyone ?🤣🤣,[],Yall I cannot 💀🤦🏽‍♀️ a 17 year old boy wanted my number and my friends little 16 year old friend is still very much in love with me. She thinks everything i do is amazing 🤦🏽‍♀️😂 why cant I have this energy from someone age appropriate. 😅🤣 now time to drink.. 340 anyone ?🤣🤣,1
2195,1079256159104708608,1079254022178160640,2018-12-30,kimsglaive,"idk how many endings there r (if there even r multiples?) but like... spoilers // they hint at like demonic possession/cult things and then NOTHING pans out of it. 

i think it was a little over-ambitious. or maybe my choices were just BAD but i don't have the energy to try again",[],"idk how many endings there r (if there even r multiples?) but like... spoilers // they hint at like demonic possession/cult things and then NOTHING pans out of it. 

i think it was a little over-ambitious. or maybe my choices were just BAD but i don't have the energy to try again",1
2196,1079255491761631232,1079255491761631232,2018-12-30,chariiewilson,"I fly home tomorrow, I've had about 3 hours sleep in 2 days cos my dog is a needy little brat. I've not packed,  I've not done any housework. I have to wash my hair and iron all my clothes and I have a 10.5 hour shift ahead of me and not a drop of energy 😫",[],"I fly home tomorrow, I've had about 3 hours sleep in 2 days cos my dog is a needy little brat. I've not packed,  I've not done any housework. I have to wash my hair and iron all my clothes and I have a 10.5 hour shift ahead of me and not a drop of energy 😫",1
2198,1079252699462262784,1079252699462262784,2018-12-30,aishiadeal,"So men I have a question...

We live in the age of social media so..

Do you watch the woman you’re interested in for a little while and get a feel for her energy BEFORE you approach her? 

or do you just follow and DM right away?",[],"So men I have a question...

We live in the age of social media so..

Do you watch the woman you’re interested in for a little while and get a feel for her energy BEFORE you approach her? 

or do you just follow and DM right away?",1
2199,1079248012818423809,1079248012818423809,2018-12-30,domungie,"I feel like the person who told me I’d have more energy after I lost weight was trying to sell my supplements or something , because I’ve lost a little over 130lbs this year and I feel drained 99% of the time. I actually kinda miss being fat smh",[],"I feel like the person who told me I’d have more energy after I lost weight was trying to sell my supplements or something , because I’ve lost a little over 130lbs this year and I feel drained 99% of the time. I actually kinda miss being fat smh",1
2202,1079230411987922949,1079230411987922949,2018-12-30,lambentflames,I don't even have the energy to ask people how they are right now because I'm trying to hold myself together with the little bit of energy I have left,[],I don't even have the energy to ask people how they are right now because I'm trying to hold myself together with the little bit of energy I have left,1
2203,1079225289278918656,1079225289278918656,2018-12-30,brianne_jones_,"I have a serious question.. Aren’t we getting to be a little to old to talk shit about people and then hang out with them that next second. Like what’s the purpose.. I don’t have the energy, nor the time of day to deal with negative people like that anymore.. is it just me?",[],"I have a serious question.. Aren’t we getting to be a little to old to talk shit about people and then hang out with them that next second. Like what’s the purpose.. I don’t have the energy, nor the time of day to deal with negative people like that anymore.. is it just me?",1
2204,1079222184562884613,1079222184562884613,2018-12-30,_carlishaaa,I just wanna matter a little but forreal.  And just have the same energy I have for you; you have for me. 😭,[],I just wanna matter a little but forreal.  And just have the same energy I have for you; you have for me. 😭,1
2207,1079205142933585920,1079205142933585920,2018-12-30,insanorules,"here the thing with the , they don't have that energy guy to help the guys to band together .. That why I was a little upset they let  go. You need that type of players around the team to get them going..","['#leafs', '#mattmartin']","here the thing with the #leafs, they don't have that energy guy to help the guys to band together .. That why I was a little upset they let #mattmartin go. You need that type of players around the team to get them going..",1
2209,1079197587310292997,1079197587310292997,2018-12-30,aj_ryan22,"we've had charlie for over a year now and she went from a dying, terrified little thing that didn't have the energy to eat, to a fat demon child and I love her  pic.twitter.com/cgTCZIH4lu",[],"we've had charlie for over a year now and she went from a dying, terrified little thing that didn't have the energy to eat, to a fat demon child and I love her  pic.twitter.com/cgTCZIH4lu",1
2210,1079193713962860544,1079192435081670656,2018-12-30,bigtiredenergy,"im sorry if that came of rude i just,,,

we leave things to the imagination for a reason

just like how we have big dick and little dick energy..

f o r a r e a s o n",[],"im sorry if that came of rude i just,,,

we leave things to the imagination for a reason

just like how we have big dick and little dick energy..

f o r a r e a s o n",1
2212,1079191586146258944,1079191586146258944,2018-12-30,dionystits,It’s been a rough week with two of my brothers ill and one in the hospital and working overtime. I‘m emotionally/mentally/physically exhausted but I wanted to send birthday wishes to Tae with what little energy I have.,[],It’s been a rough week with two of my brothers ill and one in the hospital and working overtime. I‘m emotionally/mentally/physically exhausted but I wanted to send birthday wishes to Tae with what little energy I have.,1
2213,1079188519619186688,1079188519619186688,2018-12-30,_steephz,some little kid yelled “chinga tu madre” at work and that gave me the energy I didn’t have,[],some little kid yelled “chinga tu madre” at work and that gave me the energy I didn’t have,1
2214,1079186299276410880,1079186299276410880,2018-12-30,perfectflicker,i really really miss niall to the point where i don’t feel like doing anything and i have no energy and my heart just breaks a little more each day,[],i really really miss niall to the point where i don’t feel like doing anything and i have no energy and my heart just breaks a little more each day,1
2215,1079180360187969536,1079179906905305088,2018-12-30,hawklewds,"but your support sends fuel straight to my short little fingers. I drew more this year than in the past 5, and I’m so glad to have had your help renewing my creative energy. Feels Great Man.",[],"but your support sends fuel straight to my short little fingers. I drew more this year than in the past 5, and I’m so glad to have had your help renewing my creative energy. Feels Great Man.",1
2217,1079173860119977984,1079173860119977984,2018-12-30,yujutaes,"goodnight everyone i hope your hearts get filled with taehyung energy, electrified and softened like a little restless fairy. have sweet dreams, if you see taehyung exploring new things in them tell him he's the prettiest boy",[],"goodnight everyone i hope your hearts get filled with taehyung energy, electrified and softened like a little restless fairy. have sweet dreams, if you see taehyung exploring new things in them tell him he's the prettiest boy",1
2218,1079173049394450432,1079172877180493824,2018-12-30,mcfreshdog,"maybe i have a ""little"" extra energy, but i would neverrr :/",[],"maybe i have a ""little"" extra energy, but i would neverrr :/",1
2219,1079170845443059713,1079170845443059713,2018-12-30,hufflepuffchnle,Update my little brother won’t stop saying that I have Johnny Suh Energy someone collect him,[],Update my little brother won’t stop saying that I have Johnny Suh Energy someone collect him,1
2220,1079164576657227776,1079164576657227776,2018-12-30,gaylienbabe,Hi I’ve been off of work for 4 hours now and I finally was able to get out of bed and now I have to decide if I want to use the little bit of energy I have to either eat or shower. I’m thinking shower bc it’s been a few days and I feel gross.,[],Hi I’ve been off of work for 4 hours now and I finally was able to get out of bed and now I have to decide if I want to use the little bit of energy I have to either eat or shower. I’m thinking shower bc it’s been a few days and I feel gross.,1
2221,1079149477024407552,1079149477024407552,2018-12-30,hogwartsnchill,Im very big on energy. And I invited my sisters over for dinner and this little bitch brought over her little hood rat girlfriend and I’m truly trying not to flip shit...but I think I have the right to...flip shit.,[],Im very big on energy. And I invited my sisters over for dinner and this little bitch brought over her little hood rat girlfriend and I’m truly trying not to flip shit...but I think I have the right to...flip shit.,1
