,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target,,
3441,"8,126497357399E+017","8,126497357399E+017",2016-12-24,firozpathan5,Stuck in traffic prime minister narendra modi visit in pune  ,"['#hopelessness', '#boredom']",Stuck in traffic prime minister narendra modi visit in pune #hopelessness #boredom,1,,
0,"1,07988936435898E+018","1,07988936435898E+018",2019-01-01,depressediniowa,"I am afraid of death.

I don't want to die.

Yet this still does not motivate me to do things I enjoy.

Die happy, or die sad.

Either way, you die so what's the point?

  ","['#depression', '#depressed', '#depressedthoughts']","I am afraid of death.

I don't want to die.

Yet this still does not motivate me to do things I enjoy.

Die happy, or die sad.

Either way, you die so what's the point?

#depression #depressed #depressedthoughts",1,,
5,"1,07986028404145E+018","1,07986028404145E+018",2019-01-01,drjameszender,"""Depression is so exhausting ... ""    pic.twitter.com/9CeqRiiZaY","['#depression', '#depressed']","""Depression is so exhausting ... "" #depression #depressed  pic.twitter.com/9CeqRiiZaY",1,,
7,"1,07985168206913E+018","1,07985168206913E+018",2018-12-31,depressedbaking,"BTW, episode 2 is ready. It's been ready for 2 days. But I'm too  to upload it. Had an argument about a long standing issues in one of my relationships which ended in him saying ""maybe I'll never change so stop badgering me about it."" Basically, 'put up or shut up.'",['#depressed'],"BTW, episode 2 is ready. It's been ready for 2 days. But I'm too #depressed to upload it. Had an argument about a long standing issues in one of my relationships which ended in him saying ""maybe I'll never change so stop badgering me about it."" Basically, 'put up or shut up.'",1,,
11,"1,0798184661469E+018","1,0798184661469E+018",2018-12-31,laulalama,I bought him cause he was as  as meee  pic.twitter.com/nY2f3yQpuD,['#depressed'],I bought him cause he was as #depressed as meee  pic.twitter.com/nY2f3yQpuD,1,,
18,"1,07979305859669E+018","1,07979305859669E+018",2018-12-31,cecile_philips,En 2019 j'espère juste ne pas sombrer et trouver la force de faire de mon mieux. Comme d'hab.   ,"['#depressed', '#monfilsmabataille', '#cestlaviepaslparadis']",En 2019 j'espère juste ne pas sombrer et trouver la force de faire de mon mieux. Comme d'hab. #depressed #MonFilsMaBataille #CestLaViePasLParadis,1,,
20,"1,07979121803549E+018","1,07979121803549E+018",2018-12-31,a_man_duhh93," but I'll come out on top, because no person will steal my 👑  pic.twitter.com/2DKeBT5IxG",['#depressed'],"#depressed but I'll come out on top, because no person will steal my 👑  pic.twitter.com/2DKeBT5IxG",1,,
40,"1,07971866691092E+018","1,07971866691092E+018",2018-12-31,lstrphlp,"Hindi marunong magbalot ng lumpia ang nanay ko, kakastresss!    HAHAHAHAHAHA","['#stress', '#depressed']","Hindi marunong magbalot ng lumpia ang nanay ko, kakastresss! #stress #depressed  HAHAHAHAHAHA",1,,
44,"1,07970372997106E+018","1,07970372997106E+018",2018-12-31,mrsm11463930,"У вас было такое, что песня, которую вы только что нашли и слушаете, просто офигенная, и вы уже начинаете подпевать, но тут бах и весь второй куплет состоит из мата

бум сучка

  ","['#depressed', '#schooldays', '#music']","У вас было такое, что песня, которую вы только что нашли и слушаете, просто офигенная, и вы уже начинаете подпевать, но тут бах и весь второй куплет состоит из мата

бум сучка

#depressed #schooldays #music",1,,
46,"1,07969787764617E+018","1,07969787764617E+018",2018-12-31,liamweekessoas,I am going to drink myself to fucking death  ,"['#depressed', '#notdepressed']",I am going to drink myself to fucking death #depressed #notdepressed,1,,
48,"1,07968627510659E+018","1,07968627510659E+018",2018-12-31,ravielaam,Kanang ikaw lang isa anak ba. Imo tanan sugo. Hoho  😂,['#depressed'],Kanang ikaw lang isa anak ba. Imo tanan sugo. Hoho #Depressed 😂,1,,
53,"1,0796364581919E+018","1,0796364581919E+018",2018-12-31,depressediniowa,"Another year almost done.
Another year of failure.
Another year closer to death.
  ","['#depression', '#depressed', '#depressedthoughts']","Another year almost done.
Another year of failure.
Another year closer to death.
#depression #depressed #depressedthoughts",1,,
54,"1,07962093718258E+018","1,07962093718258E+018",2018-12-31,lowerdepression,"Dysthymia is a state of chronic  mood, the symptoms of which do not meet the severity of a major .","['#depressed', '#depressiveepisode']","Dysthymia is a state of chronic #depressed mood, the symptoms of which do not meet the severity of a major #depressiveepisode.",1,,
62,"1,07960224312337E+018","1,07960224312337E+018",2018-12-31,fwd_1011,"Entering another year without a real new years eve kiss 
Soooo   pic.twitter.com/96QHs5LI3V",['#depressed'],"Entering another year without a real new years eve kiss 
Soooo #depressed  pic.twitter.com/96QHs5LI3V",1,,
63,"1,07959834064655E+018","1,07959834064655E+018",2018-12-31,bubblegumteal,Can I just sleep forever and just be famous for constantly being asleep lol   ,"['#iwanttodie', '#sleep', '#depressed']",Can I just sleep forever and just be famous for constantly being asleep lol #Iwanttodie #sleep #depressed,1,,
65,"1,07959464725149E+018","1,07959464725149E+018",2018-12-31,muirz10,So much respect lost for Mariota. Just not a competitor. I want a new QB. Also Luck is officially our Daddy.  😢,['#depressed'],So much respect lost for Mariota. Just not a competitor. I want a new QB. Also Luck is officially our Daddy. #depressed 😢,1,,
67,"1,0795907573953E+018","1,0795907573953E+018",2018-12-31,lowerdepression,A  () happens when a person has at least two weeks of  mood.,"['#majordepressivedisorder', '#mdd', '#depressed']",A #MajorDepressiveDisorder (#MDD) happens when a person has at least two weeks of #depressed mood.,1,,
84,"1,07953765739337E+018","1,07953765739337E+018",2018-12-31,bruncherella1,"Depression is no joke, it's sad cause my psychiatrist is telling me I have been depressed for years. And not managing it properly   ","['#depression', '#ihate', '#depressed']","Depression is no joke, it's sad cause my psychiatrist is telling me I have been depressed for years. And not managing it properly #depression #ihate #depressed",1,,
85,"1,07953457826677E+018","1,07953457826677E+018",2018-12-31,machellylopez,I don’t think I’ve ever seen a  commercial while . Wow.,"['#depression', '#depressed']",I don’t think I’ve ever seen a #depression commercial while #depressed. Wow.,1,,
86,"1,07953331977419E+018","1,07953331977419E+018",2018-12-31,marysarah1998,Why can’t I just be happy? ,['#depressed'],Why can’t I just be happy? #depressed,1,,
87,"1,07953052632166E+018","1,07953052632166E+018",2018-12-31,submittomaster,I'm so tired of not having a working computer. I really wish money grew on trees. Siiiigh. ,['#depressed'],I'm so tired of not having a working computer. I really wish money grew on trees. Siiiigh. #depressed,1,,
88,"1,07953033431894E+018","1,07953033431894E+018",2018-12-31,lowerdepression, mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).,['#depressed'],#Depressed mood is often one of the early symptoms of hypothyroidism (reduced activity of the thyroid gland).,1,,
91,"1,0795152332853E+018","1,0795152332853E+018",2018-12-31,lowerdepression," mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",['#depressed'],"#Depressed mood can be caused by infectious diseases, nutritional deficiencies, neurological conditions, and physiological problems.",1,,
93,"1,07950871649032E+018","1,07950871649032E+018",2018-12-31,sale_abdelrhman,"How can I kill myself without feeling pain
",['#depressed'],"How can I kill myself without feeling pain
#depressed",1,,
94,"1,07950807131826E+018","1,07950807131826E+018",2018-12-31,happymrsrory2,Trying to figure out  and I think some of my choices are just stock answers. Is this what I really want or is it what seems right? Am I just falling prey to ? Also can I really figure this out while ?  pic.twitter.com/BUg0ed5GjB,"['#lifegoals', '#societalnorms', '#depressed']",Trying to figure out #lifegoals and I think some of my choices are just stock answers. Is this what I really want or is it what seems right? Am I just falling prey to #societalnorms? Also can I really figure this out while #depressed?  pic.twitter.com/BUg0ed5GjB,1,,
95,"1,07950519965007E+018","1,07950519730568E+018",2018-12-31,lt_realmcreator,I wrote Roadie in 3 weeks after months of being  over what Tosha did and that was all in her I didn't have anything to do to influence her giving up on our  for  Ray the security guard at the mall old enough to be our father,"['#depressed', '#friendship', '#paulblart']",I wrote Roadie in 3 weeks after months of being #depressed over what Tosha did and that was all in her I didn't have anything to do to influence her giving up on our #friendship for #PaulBlart Ray the security guard at the mall old enough to be our father,1,,
96,"1,07949825866851E+018","1,07949825866851E+018",2018-12-31,aka_hustle97,"I have now gone 2,920 days without seeing the  clinch a playoff spot...","['#jets', '#depressed']","I have now gone 2,920 days without seeing the #Jets clinch a playoff spot...#depressed",1,,
99,"1,07948991100515E+018","1,07948991100515E+018",2018-12-30,vladiator011,So tired of acne. This breakout had been since October. Eating good no pop and barely any junk and still getting new ones. Hate the way I look so God damn ugly. The new pimples just make it look worse  with the scarring. Sigh   ,"['#foreverugly', '#depressed']",So tired of acne. This breakout had been since October. Eating good no pop and barely any junk and still getting new ones. Hate the way I look so God damn ugly. The new pimples just make it look worse  with the scarring. Sigh  #foreverugly #depressed,1,,
100,"1,07948108642445E+018","1,07948108642445E+018",2018-12-30,the0_zero,when u are  af and share  everyday  pic.twitter.com/x3I3MUZuHs,"['#depressed', '#memes', '#meme']",when u are #depressed af and share #memes everyday #meme pic.twitter.com/x3I3MUZuHs,1,,
102,"1,07947277634651E+018","1,07947277634651E+018",2018-12-30,rawamiss,"Don't u ever feel like u're trapped in a cycle of misfortune events and you just want to get out of it ?

","['#depressed', '#iwannaunlife']","Don't u ever feel like u're trapped in a cycle of misfortune events and you just want to get out of it ?
#depressed
#iwannaunlife",1,,
110,"1,07945484814218E+018","1,07945484814218E+018",2018-12-30,lowerdepression,Certain medications are known to cause  mood in a significant number of patients.,['#depressed'],Certain medications are known to cause #depressed mood in a significant number of patients.,1,,
114,"1,07944410816128E+018","1,07944410816128E+018",2018-12-30,queenofenglandd,"Well. It finally happened to me. I had a craving, and made plans to go to Chick-fil-A... on a Sunday. ",['#depressed'],"Well. It finally happened to me. I had a craving, and made plans to go to Chick-fil-A... on a Sunday. #depressed",1,,
115,"1,07944351054006E+018","1,07944351054006E+018",2018-12-30,snokontrol,When your world gets turned upside down. So much for family.   ,"['#hurt', '#depressed', '#crying']",When your world gets turned upside down. So much for family. #hurt #depressed #crying,1,,
116,"1,07944024849127E+018","1,07944024849127E+018",2018-12-30,xuxizs,Which   wants to put the amount of money it costs to buy a ticket for lady gaga :p I am  and always lonely,"['#rich', '#sugardaddy', '#depressed']",Which #rich #sugardaddy wants to put the amount of money it costs to buy a ticket for lady gaga :p I am #depressed and always lonely,1,,
129,"1,07939860743696E+018","1,07939860743696E+018",2018-12-30,grimrsurfing,looking at the pics liz took of me today and feeling  and ,"['#ugly', '#depressed']",looking at the pics liz took of me today and feeling #ugly and #depressed,1,,
130,"1,07939378617675E+018","1,07939378617675E+018",2018-12-30,cliffdimerandy,This is so true    pic.twitter.com/3J14ZOaRdX,"['#depressed', '#depression', '#depressionisreal']",This is so true #depressed #depression #depressionisreal pic.twitter.com/3J14ZOaRdX,1,,
133,"1,07939314534183E+018","1,07939314534183E+018",2018-12-30,lahfeminista,"eu vou morrer
eu vou morrer
eu vou morrer

é tudo que consigo sentir.

",['#depressed'],"eu vou morrer
eu vou morrer
eu vou morrer

é tudo que consigo sentir.

#depressed",1,,
136,"1,07938629041028E+018","1,07938629041028E+018",2018-12-30,ubasraymund,"Bisag unsa'on nakog lipay² sa kinabuhi, mag hunahuna jud kos among research ayyy ",['#depressed'],"Bisag unsa'on nakog lipay² sa kinabuhi, mag hunahuna jud kos among research ayyy #Depressed",1,,
137,"1,07938185015656E+018","1,07938083002207E+018",2018-12-30,luriahknaz,This the only way for me to reduce my depression.. Sbb ak seorang yang pendam.. Smpaikan ak rasa depress.. Until oneday ak dapat sakit kepala yang teruk dan dipercayai migraine.. At that point ak sedar yang ak must do something to reduce my depress..  ,"['#depressed', '#depressionisreal']",This the only way for me to reduce my depression.. Sbb ak seorang yang pendam.. Smpaikan ak rasa depress.. Until oneday ak dapat sakit kepala yang teruk dan dipercayai migraine.. At that point ak sedar yang ak must do something to reduce my depress.. #depressed #DepressionIsReal,1,,
138,"1,07938083002207E+018","1,07938083002207E+018",2018-12-30,luriahknaz,I want to be normal again.ak tak pernah ceritakan hal ak dekat sesiapa malah family dan kawan pon xtahu.Mungkin ad cerita tetapi hnya cerita bahagian kulit ja..Isinya tidak..Diri sendiri akan tahu kepada siapa yang boleh dicerita.Ak masih tidak jumpa tempat bercerita.,['#depressed'],I want to be normal again.ak tak pernah ceritakan hal ak dekat sesiapa malah family dan kawan pon xtahu.Mungkin ad cerita tetapi hnya cerita bahagian kulit ja..Isinya tidak..Diri sendiri akan tahu kepada siapa yang boleh dicerita.Ak masih tidak jumpa tempat bercerita.#depressed,1,,
143,"1,07935453742765E+018","1,07935453742765E+018",2018-12-30,josh_gerero,"Nagdradrama lang naman ako kasi inubusan ako ng ulammmmmmmm!!!!

",['#depressed'],"Nagdradrama lang naman ako kasi inubusan ako ng ulammmmmmmm!!!!

#Depressed",1,,
147,"1,07934532732344E+018","1,07934532732344E+018",2018-12-30,depressedheroes,"Your heart is precious. Take care of it, or entrust its care to people who value it. Here's day 6 of the 12  days of  . pic.twitter.com/CJ58N4Mw4M","['#depressed', '#christmas']","Your heart is precious. Take care of it, or entrust its care to people who value it. Here's day 6 of the 12 #depressed days of #Christmas . pic.twitter.com/CJ58N4Mw4M",1,,
150,"1,07932666885299E+018","1,07932666885299E+018",2018-12-30,zannystiles,why he so fucking deep   pic.twitter.com/xdU4eeI8gl,"['#depressed', '#lgbtqtwitter']",why he so fucking deep #depressed #LGBTQtwitter pic.twitter.com/xdU4eeI8gl,1,,
151,"1,07931914987101E+018","1,07931914987101E+018",2018-12-30,lonelyjoe4,"Having greasy hair is actually a great life hack if you want the hair to stay off your face. The grease keeps it in place. Not recommended in public. 

 ","['#depressed', '#hair']","Having greasy hair is actually a great life hack if you want the hair to stay off your face. The grease keeps it in place. Not recommended in public. 

#depressed #hair",1,,
153,"1,07931203756461E+018","1,07931203756461E+018",2018-12-30,akopot13,"If I were born in europe, I would’ve been the next upcoming soccer star   ","['#factz', '#thoughts', '#depressed']","If I were born in europe, I would’ve been the next upcoming soccer star #factz #thoughts #depressed",1,,
158,"1,07928874932494E+018","1,07928874932494E+018",2018-12-30,lowerdepression," people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",['#depressed'],"#Depressed people may have problems concentrating, remembering details or making decisions, and may contemplate, attempt or commit suicide.",1,,
159,"1,07928813399525E+018","1,07928813399525E+018",2018-12-30,eronesto,"pero potek di ako nakapag open ng ml di ako nakakuha ng free 2 skins hdlqzjbekqmasnbsanan

","['#depressed', '#iwanttocommitdie']","pero potek di ako nakapag open ng ml di ako nakakuha ng free 2 skins hdlqzjbekqmasnbsanan
#depressed
#iwanttocommitdie",1,,
167,"1,07925733597188E+018","1,07925733597188E+018",2018-12-30,mckaylabritton1,Tbh I’m just sick of not getting invited to do shit and always being left home alone 😂🤷🏼‍♀️ ,['#depressed'],Tbh I’m just sick of not getting invited to do shit and always being left home alone 😂🤷🏼‍♀️ #depressed,1,,
168,"1,07925682766822E+018","1,07925682766822E+018",2018-12-30,golden_demon0,Can I not wake up one day?   ,"['#depressed', '#sad', '#suicidal']",Can I not wake up one day? #depressed #sad #suicidal,1,,
170,"1,07925082116919E+018","1,07925082116919E+018",2018-12-30,diarraeg,"When you feel down and , always think about people below your level. You will feel how lucky you are.🕊",['#depressed'],"When you feel down and #depressed, always think about people below your level. You will feel how lucky you are.🕊",1,,
171,"1,07924940162363E+018","1,07924940162363E+018",2018-12-30,sabrina06985291,"It's hard when you are finally with the most amazing person- your other half, your soulmate (if you will), and yet you are the most   ever.","['#depressed', '#pos']","It's hard when you are finally with the most amazing person- your other half, your soulmate (if you will), and yet you are the most #depressed #POS ever.",1,,
180,"1,0792095074592E+018","1,0792095074592E+018",2018-12-30,taeenglishpoop,Ang sakit sa pakiramdam na lahat ng tao iniiwasan ka. ,['#depressed'],Ang sakit sa pakiramdam na lahat ng tao iniiwasan ka. #depressed,1,,
203,"1,07917918916362E+018","1,07917918916362E+018",2018-12-30,earnrobertson,Welp... I'm ... guess im gunna turn out some really messed up horror at an alarming rate,['#depressed'],Welp... I'm #depressed... guess im gunna turn out some really messed up horror at an alarming rate,1,,
204,"1,07917693958223E+018","1,07917693958223E+018",2018-12-30,nessv03,snapchat crashes every time i open the app & i’m PISSED bc i haven’t backed up my memories in a while & i know i’m losing all my shit  😪,['#depressed'],snapchat crashes every time i open the app & i’m PISSED bc i haven’t backed up my memories in a while & i know i’m losing all my shit #depressed 😪,1,,
205,"1,07917250663471E+018","1,07917250663471E+018",2018-12-30,classytheman,"If you’re  and/or have any thoughts of  or  ... HMU!!! IM ALL EARS, NOBODY SHOULD BE BURYING THEMSELVES, THEIR FRIENDS, FAMILY, ETC DUE TO SUICIDE.  

A PERMANENT SOLUTION TO  A TEMPORARY PROBLEM

DONT DO IT","['#depressed', '#suicide', '#selfharm']","If you’re #DEPRESSED and/or have any thoughts of #SUICIDE or #SELFHARM ... HMU!!! IM ALL EARS, NOBODY SHOULD BE BURYING THEMSELVES, THEIR FRIENDS, FAMILY, ETC DUE TO SUICIDE.  

A PERMANENT SOLUTION TO  A TEMPORARY PROBLEM

DONT DO IT",1,,
206,"1,07917215487955E+018","1,07917215487955E+018",2018-12-30,depressediniowa,"One day, there will be a movie I will really want to see, but I will die before it gets released in theaters.   ","['#depression', '#depressed', '#depressedthoughts']","One day, there will be a movie I will really want to see, but I will die before it gets released in theaters. #depression #depressed #depressedthoughts",1,,
208,"1,07916796639305E+018","1,07916796639305E+018",2018-12-30,lowerdepression,"Older  people may have cognitive symptoms of recent onset, such as , and a more noticeable slowing of movements.","['#depressed', '#forgetfulness']","Older #depressed people may have cognitive symptoms of recent onset, such as #forgetfulness, and a more noticeable slowing of movements.",1,,
217,"1,07914496085371E+018","1,07914496085371E+018",2018-12-30,graphicsking209, in December.  because i only got our family room done. ,"['#springcleaning', '#depressed', '#dadlife']",#SpringCleaning in December. #Depressed because i only got our family room done. #dadlife,1,,
218,"1,0791425837865E+018","1,0791425837865E+018",2018-12-30,megaphonegod,I finally made it to the point where there are new hosts for  and I am  😭😭😭,"['#greatbritishbakeoff', '#depressed']",I finally made it to the point where there are new hosts for #greatbritishbakeoff and I am #depressed 😭😭😭,1,,
225,"1,07912918190731E+018","1,07912918190731E+018",2018-12-29,philliphuman,"Won't somebody DM me? 
I want to talk to someone...

","['#depressed', '#down']","Won't somebody DM me? 
I want to talk to someone...
#Depressed
#down",1,,
228,"1,07912892163808E+018","1,07912892163808E+018",2018-12-29,uykusarhoslugu,"- 
Lp - Recovery 
  :(","['#np', '#depressed']","- 
Lp - Recovery 
#np #depressed :(",1,,
230,"1,07911217885313E+018","1,07911217885313E+018",2018-12-29,lnittaavansianl,"Honestly I feel like our text board is a low budget YouTube comedy series 
and we’re the broke teens trying not to kill ourselves    XD","['#depressed', '#teens', '#youtube']","Honestly I feel like our text board is a low budget YouTube comedy series 
and we’re the broke teens trying not to kill ourselves #depressed #teens #youtube XD",1,,
233,"1,07910488206845E+018","1,07910488206845E+018",2018-12-29,crystal_leflar,"I wasn't at all  this  Occasionally sad, yes, but apparently I've reached that stage of greiving where I can be sad without drowning in despair. It only took 4 years. 

Seriously though, it's just avoidance. Don't think, don't feel. That's healthy, right?","['#depressed', '#holidayseason']","I wasn't at all #depressed this #holidayseason Occasionally sad, yes, but apparently I've reached that stage of greiving where I can be sad without drowning in despair. It only took 4 years. 

Seriously though, it's just avoidance. Don't think, don't feel. That's healthy, right?",1,,
234,"1,0791017575595E+018","1,0791017575595E+018",2018-12-29,notsogoodmoy,"I don't know what I do with myself, everyday I crack! ",['#depressed'],"I don't know what I do with myself, everyday I crack! #depressed",1,,
240,"1,07907769329827E+018","1,07907769329827E+018",2018-12-29,depressedheroes,Here's a cheeky  on making the 12  days of . This is as organised as it gets. pic.twitter.com/vpuoo5gY6E,"['#behindthescenes', '#depressed', '#christmas']",Here's a cheeky #BehindTheScenes on making the 12 #depressed days of #Christmas. This is as organised as it gets. pic.twitter.com/vpuoo5gY6E,1,,
242,"1,07907444374431E+018","1,07907444374431E+018",2018-12-29,frncsignacio,"Pag ako na mamatay, wala na Nagmamahal sa akin? 
 ","['#depressed', '#loner', '#alwaysalone']","Pag ako na mamatay, wala na Nagmamahal sa akin? #depressed
#loner #alwaysalone",1,,
252,"1,07905227060671E+018","1,07905227060671E+018",2018-12-29,_freddyc00ter,Wow imagine hatching 3 10K eggs and all of them are fucking Driftloons.  ,"['#depressed', '#pokemongo']",Wow imagine hatching 3 10K eggs and all of them are fucking Driftloons. #Depressed #PokemonGo,1,,
253,"1,07904715372354E+018","1,07904715372354E+018",2018-12-29,lowerdepression," people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred.",['#depressed'],"#Depressed people may be preoccupied with thoughts of worthlessness, inappropriate guilt, helplessness, hopelessness, and self-hatred.",1,,
254,"1,07904600422425E+018","1,07904600422425E+018",2018-12-29,traceydeardorff,I really wish I could get out this funk ... two months is long enough...   ,"['#noenergy', '#depressed', '#anxiety']",I really wish I could get out this funk ... two months is long enough... #noenergy #depressed #anxiety,1,,
255,"1,07903766996188E+018","1,07903766996188E+018",2018-12-29,tiramin_san,">
>
>FINALLY receives a notification
>“Yay someone must have answered my messages!”
>Android reminding me to take my medicine

So ironic it's sadistic already.  pic.twitter.com/ZxUk4GyCdo","['#loneliness', '#depressed']",">#loneliness
>#depressed
>FINALLY receives a notification
>“Yay someone must have answered my messages!”
>Android reminding me to take my medicine

So ironic it's sadistic already.  pic.twitter.com/ZxUk4GyCdo",1,,
258,"1,07902993156311E+018","1,07902993156311E+018",2018-12-29,jsmneeeeeee,When you’re stalking someone and it accidentally refreshes     pic.twitter.com/Fpr1i16w4V,"['#mood', '#suicidal', '#depressed']",When you’re stalking someone and it accidentally refreshes #mood #suicidal #depressed  pic.twitter.com/Fpr1i16w4V,1,,
275,"1,07899173830228E+018","1,07899173830228E+018",2018-12-29,keneatg,"Parang kanina lang ako palang friends mo sa fb boss ha tas ngayon inaccept mo sila di monako nireplyan? 
",['#depressed'],"Parang kanina lang ako palang friends mo sa fb boss ha tas ngayon inaccept mo sila di monako nireplyan? 
#depressed",1,,
276,"1,07898958307176E+018","1,07898958307176E+018",2018-12-29,mohamedhhassan,"If you think you're , please do the following:

1. DO NOT diagnose yourself based on some social media posts, sometimes you're just sad.
2. Seek help from a professional (psychiatrist or a certified therapist).

 is a serious illness. Don't take it lightly.","['#depressed', '#depression']","If you think you're #depressed, please do the following:

1. DO NOT diagnose yourself based on some social media posts, sometimes you're just sad.
2. Seek help from a professional (psychiatrist or a certified therapist).

#Depression is a serious illness. Don't take it lightly.",1,,
279,"1,07898112666284E+018","1,07898112666284E+018",2018-12-29,sdonnelly40,When you're that  you don't wanna get out of bed 🛌 😟🕛  got none of it,"['#depressed', '#saturdaymotivation']",When you're that #depressed you don't wanna get out of bed 🛌 😟🕛 #SaturdayMotivation got none of it,1,,
284,"1,07897529364006E+018","1,07897529364006E+018",2018-12-29,truecommon,I’m  Ive forgotten how start foreplay woh my wife. We are just not having sex anymore? I’ve told her but she does nothing to instigate it either.  please.,"['#depressed', '#help']",I’m #depressed Ive forgotten how start foreplay woh my wife. We are just not having sex anymore? I’ve told her but she does nothing to instigate it either. #help please.,1,,
291,"1,07894558186999E+018","1,07894558186999E+018",2018-12-29,neomistt2,"Someone message me please I could use a friend 

",['#depressed'],"Someone message me please I could use a friend 

#depressed",1,,
292,"1,0789446516237E+018","1,0789446516237E+018",2018-12-29,too17214579,"I want a way out of loneliness 💔... 🚶🏻‍♂️

","['#depressed', '#مكتئب']","I want a way out of loneliness 💔... 🚶🏻‍♂️
#depressed
#مكتئب",1,,
294,"1,07892622646567E+018","1,07892622646567E+018",2018-12-29,ohshirllynn,So the guy I’ve liked for 5 months just told me he doesn’t like me........,['#depressed'],So the guy I’ve liked for 5 months just told me he doesn’t like me........#depressed,1,,
300,"1,07888959221907E+018","1,07888959221907E+018",2018-12-29,jamessweird,HAHHAHAHAHAHHAHAH HARROOOY DEXIE MAY!! 😂  man diay sija uyy 😅  pic.twitter.com/ZaC55oBBO2,['#depressed'],HAHHAHAHAHAHHAHAH HARROOOY DEXIE MAY!! 😂 #Depressed man diay sija uyy 😅  pic.twitter.com/ZaC55oBBO2,1,,
301,"1,07888352926045E+018","1,07888352926045E+018",2018-12-29,nataliewarner26,none of my high school locals listen to brockhampton or know who they are and they look at me like i’m insane when i wanna put them on i’m  and ,"['#depressed', '#disappointed']",none of my high school locals listen to brockhampton or know who they are and they look at me like i’m insane when i wanna put them on i’m #depressed and #disappointed,1,,
310,"1,07885749654934E+018","1,07885749654934E+018",2018-12-29,writerdavidh,"I've become afraid to post on Facebook. When I'm down, I have no one left to talk to. My 'friends' (except for 3) berate me for being always a downer. I can't remember the last time I was truly happy. Maybe I was the kid in the profile pic.   ","['#tired', '#downer', '#depressed']","I've become afraid to post on Facebook. When I'm down, I have no one left to talk to. My 'friends' (except for 3) berate me for being always a downer. I can't remember the last time I was truly happy. Maybe I was the kid in the profile pic. #tired #downer #depressed",1,,
320,"1,07885199582016E+018","1,07885199582016E+018",2018-12-29,chicken__lady,I was feeling my makeup tonight and I didn’t get a selfie ,['#depressed'],I was feeling my makeup tonight and I didn’t get a selfie #depressed,1,,
324,"1,07883741791701E+018","1,07883741791701E+018",2018-12-29,rodrigopdasilv5,Aqueles dias tão azarados que nem o carro pra vc se jogar embaixo aparece ,['#depressed'],Aqueles dias tão azarados que nem o carro pra vc se jogar embaixo aparece #depressed,1,,
327,"1,07883271679846E+018","1,07883271679846E+018",2018-12-29,elsieyucesoy,I don’t got the bank account to support my lifestyle ,['#depressed'],I don’t got the bank account to support my lifestyle #depressed,1,,
328,"1,07883063749308E+018","1,07883063749308E+018",2018-12-29,ehwhatsyourpro1,"Maybe telling him everything in the start was the start of another mistake. Why do i always make dumb mistakes? HAHAHAH what's new. I'm dumb anyway.
  ","['#ehwhatsyourproblem', '#depressed', '#killme']","Maybe telling him everything in the start was the start of another mistake. Why do i always make dumb mistakes? HAHAHAH what's new. I'm dumb anyway.
#ehwhatsyourproblem #depressed #killme",1,,
333,"1,07880963489761E+018","1,07880963489761E+018",2018-12-29,hismanelady87,Shit hard to handle right now but day by day I'll take it slow   ,"['#depressed', '#unmotivated', '#lost']",Shit hard to handle right now but day by day I'll take it slow #depressed #unmotivated #LOST,1,,
334,"1,07880891220222E+018","1,07880153440469E+018",2018-12-29,officialjdn,"but I did talk down on myself. My own brain was a war zone, and needless to say, I was . I didn't see myself living long, and I also kept my distance from those who wanted to be . I was a  person. I didn't feel like I fit in. I was just living to get by.","['#depressed', '#friends', '#silent']","but I did talk down on myself. My own brain was a war zone, and needless to say, I was #Depressed. I didn't see myself living long, and I also kept my distance from those who wanted to be #Friends. I was a #Silent person. I didn't feel like I fit in. I was just living to get by.",1,,
335,"1,07880483166027E+018","1,07880483166027E+018",2018-12-29,gainerspeedo,"I literally haven’t gotten out of bed today, except to pee. It’s 4pm.    pic.twitter.com/9OPnolPXy6","['#sadcore', '#depressed', '#whatsthepoint']","I literally haven’t gotten out of bed today, except to pee. It’s 4pm. #sadcore #depressed #whatsthepoint pic.twitter.com/9OPnolPXy6",1,,
339,"1,07880337756643E+018","1,07880337756643E+018",2018-12-29,whoislady_,See what I mean about me being a   about finding a ways to deal and cope with depression ? The start of this year I was down and out .. like I was bad .. I had to catch myself before I slipped into a space I couldn’t get out of. Bruh when I mean was in a   pic.twitter.com/Zx1vBB6gTa,"['#prime', '#example', '#depressed']",See what I mean about me being a #prime #example about finding a ways to deal and cope with depression ? The start of this year I was down and out .. like I was bad .. I had to catch myself before I slipped into a space I couldn’t get out of. Bruh when I mean was in a #depressed  pic.twitter.com/Zx1vBB6gTa,1,,
